,total residential space,electricity residential space,total residential water,electricity residential water,total residential cooking,electricity residential cooking,total residential,electricity residential,derived heat residential,thermal uses residential,total services space,electricity services space,total services water,electricity services water,total services cooking,electricity services cooking,total services,electricity services,derived heat services,thermal uses services,total agriculture electricity,total agriculture heat,total agriculture machinery,total agriculture,total road,electricity road,total two-wheel,total passenger cars,electricity passenger cars,total other road passenger,electricity other road passenger,total light duty road freight,electricity light duty road freight,total heavy duty road freight,total rail,electricity rail,total rail passenger,electricity rail passenger,total rail freight,electricity rail freight,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation
ES,80.372310906666,13.819023440188795,39.557576490863816,8.641524301473853,19.760765397495263,9.169181271047236,186.734573950555,80.18486078573926,0.0,141.46698671684436,44.38707191901384,10.384024487841591,13.789666475279082,7.391941124160933,17.800179339394454,13.43821278685975,125.67139313470406,81.29826081736151,0.0,85.33907109028121,3.4201273086846045,15.342477694688233,9.162390411860274,27.92499541523311,331.98656148730413,0.0016936958751923,5.574506816789147,194.4928579316821,0.0016936958751923,11.607993191831378,0.0,22.96786501955535,0.0,97.34333852744622,10.592495992600144,4.514991908109179,7.406098768146668,4.000539809592942,3.1863972244534766,0.5144520985162377,65.8381525590742,1.0762918525127656,24.535555543530545,41.30259701554366,0.4010277456494255,0.6752641068633399,24.936583289179968,41.977861122407,9.617504423289883,0.0,99.19194444444445
FI,41.561921513414624,7.958496563892965,8.827395229202057,3.1704980297864758,2.758708922235876,2.704926390704652,60.39558967888448,21.42594222815439,17.558888087765556,53.23478163580391,20.72623653865316,6.036854744876441,2.5267080310874555,0.9596191660270464,2.6849040780870688,2.636303872210049,33.48066887362547,17.262076927388012,11.8711466626549,26.225161074281324,1.2345608955841842,6.905567039616236,1.9294036825391927,10.069531617739614,45.92412783001095,0.0008425588711102,0.5352976616427196,26.125552858866715,0.0002554907709228,2.999465252173668,0.0,5.27797529780554,0.0005638448739778,10.985836759522304,1.11027570101396,0.7299999932919197,0.567621888960476,0.5186247006985854,0.5426538120534841,0.2113752925933344,8.110129303054869,0.3456858904863211,1.7485334047369514,6.361595898317917,0.1059075965948686,0.2397782938914524,1.85444100133182,6.60137419220937,1.8316757120344755,0.3703757358320512,2.302777777777778
FR,254.75525470296532,25.24634809738121,60.50375606907916,13.545313587220909,36.56396031268107,15.168094036351745,436.1891582716937,140.47482029341046,17.83332642573739,352.3467232589124,138.58804714932668,30.673093617965154,24.64445813826855,11.385478350216284,28.110293801347574,15.118554800476256,274.01188458307104,141.0643172515238,10.774452123403918,205.15869496487744,6.929023969173455,34.64087907321249,21.17126392592724,62.74116696831319,481.8460544075039,0.061289984739846,6.436448227726867,253.32345257335328,0.0122161032217886,21.35284877800194,0.0253110633141643,90.80878811904758,0.0237628182038931,109.9245167093742,12.020960351288943,9.947409144358328,10.075432032135549,8.39339667115828,1.945528319153396,1.5540124732000469,73.17358165884323,3.6872419899176174,20.29535264082272,52.87822901802052,1.5031171267935584,2.1841248631240595,21.798469767616275,55.06235388114458,5.991667785858972,0.05,28.602222222222224
GB,262.7982597107485,27.22762361611588,78.78916533927541,11.80007361147335,19.23101964399065,3.700065529763528,425.2575592755557,111.591013616885,0.6038888888888893,361.0985788068445,107.23246230699095,16.791821595415946,21.00850335564556,8.784748134555482,24.36895905386316,10.776269415673813,210.7337753781981,95.66671802904204,4.475000000000009,156.62294500417684,3.275242232061276,4.588107048726044,2.1472568470367834,10.010606127824104,435.1830447460397,0.0281978425514593,2.2016605164130776,264.8344781523258,0.0041316302951662,14.104094083391429,0.0153967328038418,61.53024838065249,0.0086694794524512,92.5125636132568,11.468498778886454,4.231941269301228,10.204460016654354,3.870705820983224,1.2640387622320988,0.3612354483180051,134.46842645168536,6.987566516477356,8.741120513246134,125.72730593843922,0.9104037973870716,6.077162719090285,9.651524310633205,131.8044686575295,9.753325660353584,0.0098100786915376,35.50194444444445
GR,41.49582932608903,0.9719838223593844,8.096865102794412,3.75387436094054,5.931532031540117,4.541044459696281,63.562860347385374,17.628025018575457,0.626666666666667,57.15249509458662,5.792122631217957,2.2988540724338007,3.119339069483572,2.539427172959066,2.943323201142433,2.10606720586135,21.723009033444047,16.83907504415766,0.0,13.325701921801627,2.109571567817103,3.264854227440645,3.526067479075333,8.900493274333082,69.04050906906491,0.0,3.115376018691967,37.83087174572504,0.0,5.198414931998759,0.0,7.661043521635481,0.0,15.234802851013654,0.3613895056484419,0.1838896413672942,0.31069737449182,0.1737352543755475,0.0506921311566218,0.0101543869917467,11.091715982329,0.0882314118908981,1.6588918519757754,9.432824130353223,0.0621646368061695,0.0260667750847285,1.7210564887819448,9.458890905437952,5.996654216569651,0.0088916387364584,32.03472222222223
HR,19.648707827931364,0.1477404255914842,4.576960072542419,1.2188446524343994,2.668168989486114,1.2856787106226006,30.60080606670253,6.541026804485754,1.7041698624888444,27.71345384661747,3.680948384765413,1.138737303317166,0.9492946075437664,0.4788395500736309,1.0083332221656265,0.6566155143730918,8.853004541785873,5.5158931369532125,0.5013786490290209,6.070138665900562,0.0580175432296483,2.055925545342165,0.7831251159601095,2.897068204531923,21.335069523416166,2.3880462609742222e-05,0.0928272759114944,13.953621714779754,0.0,1.8691799152008708,0.0,1.3528829460681484,2.3880462609742222e-05,4.066557671455898,0.5483275780364458,0.2399998339089321,0.3648325477791393,0.1557403927771871,0.1834950302573064,0.084259441131745,1.337260794798596,0.0063330894935644,0.1344915889116037,1.202769205886992,0.0032182999214838,0.0031147895720806,0.1377098888330876,1.205883995459073,0.4374916665593957,0.063,0.2675
HU,55.9583209540609,1.107324368285053,9.122860548664772,2.077602345736839,5.811632986565434,1.9642839255117817,76.40251024297828,11.31195092683316,6.149728453882386,70.93977460767667,22.31329544003069,2.5732016194070657,2.693275283229499,0.5601065079974142,3.211727263200585,0.8049659305800232,35.50316019652054,11.45889725602454,2.3674937914782848,28.64802209409288,0.6388627655962039,3.420467502093073,1.560391633404428,5.619721901093705,42.10688054521005,0.0071787382761534,0.2025067469625357,21.19465646216518,0.0013664726009006,4.024701057027359,0.0058122656752528,4.984762332228973,0.0,11.700253946825994,1.6536088977755954,1.1169429746360504,1.3235668045314954,0.8480580037458347,0.3300420932441,0.2688849708902156,2.632879898269461,0.0737832052927886,0.0,2.632879898269461,0.0455168723878541,0.0282663329049344,0.0455168723878541,2.661146231174396,0.01163,0.0792875588637399,0.0
IE,19.578533353834807,1.0546704542071668,6.372000420850374,1.4324282537728528,1.6745663120427838,1.011935073004418,32.171741542067174,8.28314036614851,0.0,27.64090527375244,6.5644231428164375,0.0610047898613585,1.71859492274644,0.1828325680545688,1.8233024508857367,0.8227124578443913,15.469971776049348,6.4972641275574325,0.0,10.369099364513948,0.470289962034891,1.5437114175107056,0.9498965067211396,2.963897886266736,41.2697978978524,0.0037968435736073,0.0508067403414678,25.078918235351157,0.0033967742036306,2.1141429655214496,0.0001663263380664,5.542625500693079,0.0002337430319102,8.483304455945245,0.5261124832709942,0.0450005328253083,0.5111291878729443,0.0450005328253083,0.01498329539805,0.0,7.988220673324568,0.1706057550442699,0.0320419659589876,7.95617870736558,0.077199343531247,0.0934064115130228,0.1092413094902347,8.049585118878603,0.2341656047462177,0.0,1.1216666666666668
IT,221.398100417684,1.0346614727578969,66.42978048640587,6.420622047981239,34.33876157362275,4.969859647293299,376.556985938816,70.13994780780855,6.601668090525953,328.6098596902793,78.49822064048436,8.2084958133708,19.55143619356035,6.605911116194935,22.927601142827903,7.315978964021103,184.9224586348693,86.93202722941588,2.0177806660948745,131.15220488631053,5.036294825580407,15.575365448908835,13.39739348684073,34.00905376132997,414.9132856924194,0.0380396031689845,14.249005544423982,236.25334943317745,0.0380396031689845,26.394588248064597,0.0,73.78026726367446,0.0,64.23607520307891,10.818553788822426,10.286053928838845,9.37358715434626,8.885345509779574,1.4449666344761638,1.400708419059269,44.83902594112198,1.328215423453257,13.606177443440371,31.23284849768161,0.2754453116397894,1.0527701118134674,13.881622755080162,32.285618609495074,12.505826838855644,0.0187476293081265,29.03555555555556
LT,12.355798412102155,0.0400220015193036,2.5987966240019107,0.1676537767722984,1.3279139370277313,0.6917612756155628,17.894235790263227,2.618110926559587,5.647275283535294,16.283963205505646,3.6334169589178176,0.2807864932248237,0.63201857623936,0.2785025392392833,0.6771677818722958,0.491586099790956,6.845297312541881,2.973142520184584,1.9844131306277384,4.964118713366294,0.1407059377828149,0.9069759779937157,0.2925972575825459,1.3402791733590764,16.20429128032357,0.017815491130407,0.0489608443182028,10.890041029446929,7.777315492971165e-06,0.5808002071844686,0.017807713814914,0.6224154520742412,0.0,4.062073747299726,0.7397147480552919,0.0099628937232063,0.1382797697104929,0.0099628937232063,0.6014349783447989,0.0,0.6407499537314395,0.0065055883157129,0.0,0.6407499537314395,0.0048820832433323,0.0016235050723805,0.0048820832433323,0.6423734588038201,0.0597246473853819,0.3591706980094418,1.6391666666666669
LU,3.9470246220332976,0.0723726259697635,0.5386631918947256,0.0181243371424635,0.2098420642700471,0.0486091980161862,5.2889509761889375,0.8519097113797371,0.0,4.709193401564832,2.3403492340472574,0.3735538141599392,0.3765315419262418,0.1329927428184274,0.4407813413467202,0.1922289027185612,4.317178145573238,1.878245386758132,0.7283333346869453,3.2991165842992403,0.0392739987665333,0.1847431685399971,0.0576969109594021,0.2817140782659326,26.672537457904586,0.0027890330213184,0.0247447069334444,10.462831003373193,0.0023966216265285,0.347158969220707,0.000344775700338,0.4637386166834006,4.7635694451801965e-05,15.374064161693838,0.1642315304313613,0.1288944103987168,0.146824447526548,0.1161805889824326,0.0174070829048133,0.0127138214162841,1.4694582279351314,3.2241146519359214,0.0,1.4694582279351314,0.1360354308231823,3.088079221112739,0.1360354308231823,4.55753744904787,0.0,0.0909471955971445,0.0
LV,11.156600291877822,0.0480009547227332,2.351668606233656,0.0202626272940279,0.5715422900441415,0.2595838083759783,15.441436050886324,1.7750577406080588,4.26998990245345,14.080003666076076,3.677039403497877,0.2722881030737441,0.6109911832283433,0.1853531423962258,0.6324008884340625,0.4364662221104241,6.50336947132678,2.504192575589097,1.3799967366243002,4.9429649560415445,0.1138001007639696,0.9802403436071968,0.6878248634681197,1.7818653078392857,10.190791718865723,0.0478303984799612,0.0285591104459613,5.761667346504384,0.0,0.8872998502872564,0.0478203728455114,0.5733601396932794,1.0025634449766047e-05,2.939905271934841,0.934176310004225,0.0400104384895729,0.1022204264254189,0.0400104384895729,0.831955883578806,0.0,1.356584470502264,0.0117630789651823,0.0,1.356584470502264,0.0085179437580767,0.0032451352071056,0.0085179437580767,1.3598296057093695,0.0588877290081349,0.2970086715334548,2.474166666666666
ME,1.6559164880111146,0.1476631876287879,0.4573542071444464,0.1291483417360774,0.2907681083346737,0.1818233300028827,3.120000000000001,1.1930555555555555,NAN,NAN,0.0622132309881158,0.0044295431960723,0.0102745805113072,0.0018641381647314,0.0091977003681069,0.0034587716781719,0.0983333333333333,0.0269444444444444,NAN,NAN,NAN,NAN,NAN,NAN,2.4411111111111112,0.0,0.0318410086771058,1.413068582098263,0.0,0.1180827219541616,0.0,0.2895473849713599,0.0,0.5885714134102208,0.0130555555555555,0.0130555555555555,0.009914108381853,0.0103195947857257,0.0031414471737025,0.0027359607698298,0.1140872471455311,0.008134975076691,0.0,0.1140872471455311,0.0,0.008134975076691,0.0,0.1222222222222222,0.0125,0.0,0.0
MK,2.737373705085587,0.4140070094123083,0.8676763843287041,0.3620964682621291,0.6776050509175459,0.5097826635377681,6.3133333333333335,3.345,NAN,NAN,0.9702384218304272,0.2451318337785192,0.2087013879343371,0.103161790394621,0.2634248772158791,0.1914091378188352,2.3869444444444445,1.491111111111111,NAN,NAN,NAN,NAN,NAN,NAN,5.4775,0.0,0.0714466147136834,3.1707213666813434,0.0,0.2649605364376552,0.0,0.6497024219674836,0.0,1.320669060199834,0.065,0.0169444444444444,0.0493596034330554,0.0133935166367929,0.0156403965669445,0.0035509278076514,0.0451163204620964,0.0032170128712369,0.0,0.0451163204620964,0.0,0.0032170128712369,0.0,0.0483333333333333,0.0,0.237745607009008,0.0
NL,71.09123319489385,1.294018241969305,21.394448653138543,1.4305885462818118,9.127989493249794,1.245188144736828,119.22882920129577,23.043014665780344,2.904729419310196,101.7101929282673,38.20176811382223,4.022981935853276,8.68624134542251,3.1732338062445287,9.984680964764175,4.442823354462051,81.77555913322148,37.00076675687448,3.224719109840404,59.08074612502328,6.003970234857895,31.554509594709653,6.329362019686628,43.88784184925417,130.9047319562777,0.0212626837856786,2.0023213442489487,68.3613949991795,0.004670094622373,4.1856077622538574,0.0156765274612944,19.73020286229721,0.0009160617020111,36.62520498829819,2.107496116107096,1.728051728132293,1.9390964762389409,1.598035731366381,0.1683996398681555,0.1300159967659118,35.61245743892048,5.83363127540512,0.0,35.61245743892048,0.4309475389629081,5.402683736442212,0.4309475389629081,41.01514117536269,4.198888264002294,0.0381206090669022,169.52166666666668
NO,28.679513127735078,20.9360445832466,6.240851203967479,4.555821378896259,2.071590494496357,1.5122610609823404,45.95194444444444,36.058888888888895,NAN,NAN,17.429205728310578,12.723320181666722,2.536828913587433,1.8518851069188265,1.7310243187828045,1.2636477527114471,30.40777777777778,24.59388888888889,NAN,NAN,NAN,NAN,NAN,NAN,39.86666666666667,0.005,0.5200070056142733,23.077333056752696,0.0009980252952751,1.9284515538076108,0.0036178277039541,4.72870285515357,0.0003841470007707,9.612172195338516,0.8269444444444445,0.683888888888889,0.6279638436760948,0.5405711140948251,0.1989806007683495,0.143317774794064,8.349134530861472,0.6455876913607508,3.744417662549,4.604716868312472,0.3172490041176663,0.3283386872430844,4.0616666666666665,4.933055555555556,9.583055555555555,0.04,4.383888888888889
PL,159.19617990501106,0.6682423589152866,36.51083755580186,0.5184145609817947,19.35353484560614,7.289071677399685,233.5976674865098,28.258081533828427,48.61112296922581,215.09833664177685,57.18624930106038,10.614023763786332,8.114052730584515,3.212626216217853,8.342251127109828,5.57905254787623,97.93343904655448,44.14369131922328,11.848058445750793,74.43865586430563,1.3911602789240956,34.99746023440522,6.431231030356537,42.81985154368584,195.13435796531672,0.0663487492214011,1.1788131629151593,103.3486891888789,0.0002813561761257,9.673960866054456,0.0660673930452754,24.545596476439965,0.0,56.38729827102827,4.344083578894413,2.960839404924366,2.2572212348713467,1.8141255755735,2.086862344023065,1.146713829350866,5.788210706247441,0.065976457330767,0.5100291013423637,5.278181604905077,0.0314651209175441,0.0345113364132228,0.5414942222599078,5.3126929413183,0.0361110925512382,0.2088133225798651,1.9836111111111112
PT,5.657092973774139,0.1508383806282758,7.019297614887283,0.6666212321654327,10.398488535566496,3.690849741079436,32.28876877176269,13.752174409307244,0.0105557258957928,23.294026165291868,5.9134817406653735,1.9935259744708376,2.358612630195273,1.4540160139270473,2.801041292274993,1.978715328630981,21.87204489325834,16.26528322517285,0.1927784070610035,12.677858226860144,0.8410934993614988,1.9882677641517388,2.116475988133045,4.9458372516462825,66.02894939714282,0.004779400371054,0.7240194008174893,41.36707492450902,0.0033358164772986,2.3945987105071067,0.0014377610919926,10.92193742827972,5.822801762738885e-06,10.621318933029494,0.5563993679617288,0.390842918070501,0.4595771196833704,0.3339018317357902,0.0968222482783583,0.0569410863347108,11.793837692280889,0.2586598830269268,1.8461247206908704,9.947712971590017,0.1353224832039999,0.1233373998229268,1.9814472038948707,10.071050371412944,1.356110579061021,0.0007075471698113,6.4944444444444445
RO,62.21966001936892,0.7958413198010135,12.336939555018922,0.6016271003896877,8.238712379563015,0.5847237335645684,91.7512177481418,11.576943788537283,13.0322198668389,83.00947706509771,12.672155574687446,0.7381893433952651,2.3215779313191995,0.5045634707041677,2.676807019743927,1.0579010707596863,23.1524607267018,7.9152404125680995,2.618368112930081,17.8213504555741,0.6488875923973445,2.3989088601921225,2.0815759901835698,5.129372442773037,55.13261970914581,0.001809121588847,0.1998486573003897,31.100989802996768,0.0017957348060126,11.265900680500602,0.0,6.507014733097469,1.33867828343392e-05,6.05886583525058,3.6441396020061703,1.3438841899372298,2.638162689279144,0.950197263471695,1.0059769127270266,0.3936869264655347,2.6100696947998747,0.0257470503858609,0.2924988720415489,2.317570822758326,0.0227077236554229,0.003039326730438,0.3152065956969718,2.320610149488764,0.6077718590249878,0.1552163000602209,0.1072222222222222
RS,18.98245934697394,1.8150710890976087,5.323224114316094,1.587487206895104,3.4750083589367504,2.23496644567455,36.59805555555556,14.665,NAN,NAN,6.690334208806246,0.8224794072624647,1.2002029095290632,0.3461339431440985,1.2250065443018223,0.6422261515005668,12.2525,5.003055555555556,NAN,NAN,NAN,NAN,NAN,NAN,22.922222222222224,0.0,0.2989895352793327,13.268823326666894,0.0,1.1088058961831386,0.0,2.718872349549001,0.0,5.526731114543858,0.6505555555555557,0.528888888888889,0.4940179112829742,0.4180533717451449,0.1565376442725813,0.110835517143744,0.53180214521701,0.0379200770052123,0.0,0.53180214521701,0.0,0.0379200770052123,0.0,0.5697222222222222,0.1669444444444444,0.25,0.0
SE,56.8405529232076,18.94960502352269,13.091883280951611,6.419344723797908,5.059619467776717,4.988946091260288,86.82448873561987,42.35392892301503,29.128058551067276,75.10186156309533,23.59751890172076,3.91287473733487,4.214802522745754,1.7636125133847242,4.280539109432537,4.109861715206538,46.80198659793274,24.63233380567647,14.457779264606945,32.91215751323588,0.9963078025020058,2.999416768482414,1.52788446551391,5.523609036498329,84.77468080828608,0.0038005922025692,0.3604241177154456,51.40559182050632,0.0011605051717118,5.987328341785124,0.0011388489583268,7.28111948265953,0.0007918745065465,19.740217045619683,2.651944454010767,2.6399999996863084,1.792882515351252,1.786819299002744,0.8590619386595152,0.8531807006835644,10.367967064646692,0.2395423533519642,2.170007229406291,8.197959835240402,0.09089205514495,0.1486502982070142,2.260899284551241,8.346610133447417,1.3583350289115894,0.4035201929193379,19.82027777777778
SI,9.013524638476808,0.3101884291816804,2.9493710498792414,0.4696664926592995,0.8994425859975202,0.5225613236098434,14.707442876350305,3.2109690075577566,1.0394319361311932,12.917508381676768,3.331227385925306,0.6703495155149303,0.5145564766645554,0.1474601925610313,0.6152129573524242,0.5008566027580501,6.372976998442289,3.2609990773297515,0.4977811891923803,4.610057850668179,0.0,0.5294209566488663,0.2556105646307224,0.7850315212795888,21.595300894617896,2.930797080591121e-05,0.1157681803165079,12.601361047221133,2.930797080591121e-05,0.7063829371769783,0.0,0.8568475768010727,0.0,7.314941153102202,0.2822250486205478,0.1638922833595994,0.1666850862088175,0.0877182060044898,0.1155399624117303,0.0761740773551096,0.2866722335891438,0.0036068451812392,0.0,0.2866722335891438,0.002084374742649,0.0015224704385902,0.002084374742649,0.288194704027734,0.0,0.0877025997189979,0.3666666666666667
