id,facility_id,year,material,commodity,mineral_value_tonnes,commodity_value_tonnes,grade_ppm,source_id,comment
324,COM00490.00,2018,O.Au,Me.Au,1400000,10.4893235581,8.1,det_2841,
325,COM00491.00,2018,O.Al,Me.Al2O3,142000000,,,det_1065,
326,COM00492.00,2018,O.Au,Me.Au,124921568.62745097,97.83364844862746,0.86,det_2833,
327,COM00495.00,2012,O.Au,Me.Au,34795000,0.0015308742420000001,52.90021016058,det_2708,
328,COM00499.00,2019,F.coal,,20000000,,,det_1426,4.5% - 6.0% moisture basis
329,COM00501.00,2020,F.stc,,21100000,,,det_1115,18.1+3
330,COM00502.00,2016,F.coc,,6900000,,,det_1673,
331,COM00505.00,2020,F.coc,,78800000,,,det_1115,
332,COM00507.00,2019,O.bulk,Me.Ag,739000,14.1747615,21,det_1468,
333,COM00507.00,2019,O.bulk,Me.Au,739000,3.6570884670000003,5.4,det_1468,
334,COM00508.00,2017,O.bulk,Me.Au,22500000,,,det_2859,
335,COM00508.00,2017,O.bulk,Me.Cu,22500000,,,det_2859,
336,COM00509.00,2019,O.Al,Me.Al2O3,41680000,,,det_1274,
337,COM00509.00,2019,O.Al,Nm.SiO2,41680000,,,det_1274,
338,COM00512.00,2020,F.coal,,35000000,,,det_1542,
339,COM00513.00,2019,F.coal,,42000000,,,det_1515,
340,COM00514.00,2010,F.coal,,7892639.999999999,,,det_1406,
341,COM00515.00,2017,F.coal,,142000000,,,det_1065,
342,COM00516.00,2019,O.Au,Me.Au,47500000,80.79614092050001,1.8725263157894736,det_1359,
343,COM00517.00,2020,O.Au,Me.Au,1023000,4.25242845,4.6,det_1494,
344,COM00518.00,2018,O.Fe,Me.Fe,24000000,,,det_1067,
345,COM00519.00,2018,O.Fe,Me.Fe,43000000,,,det_1067,
346,COM00520.00,2018,O.Fe,Me.Fe,2436000000,,,det_1067,Includes Nammuldi 
347,COM00521.00,2019,F.coal,,485442720,,,det_1411,
348,COM00526.00,2017,F.sbc,,11614881.600000001,,,det_1427,
