id,facility_id,facility_type,year,input,input_value_tonnes,output,output_value_tonnes,grade_ppm,recovery_rate,amount_sold_tonnes,metal_payable_tonnes,incl_purchased,reporting_period,source_id,comment
69,COM00022.00,Smelter,2009,,,Aluminium,435000,,,,,,,det_1068,
70,COM00022.00,Smelter,2010,,,Aluminium,434000,,,,,,,det_1070,
71,COM00022.00,Smelter,2011,,,Aluminium,434000,,,,,,,det_1069,
72,COM00022.00,Smelter,2012,,,Aluminium,208000,,,,,,,det_1069,
73,COM00022.00,Smelter,2013,,,Aluminium,440000,,,,,,,det_1066,
74,COM00022.00,Smelter,2014,,,Aluminium,455000,,,,,,,det_1066,
75,COM00022.00,Smelter,2015,,,Aluminium,466000,,,,,,,det_1066,
76,COM00022.00,Smelter,2016,,,Aluminium,467000,,,,,,,det_1065,
77,COM00022.00,Smelter,2017,,,Aluminium,457000,,,,,,,det_1065,
78,COM00022.00,Smelter,2018,,,Aluminium,465000,,,,,,,det_1065,
79,COM00023.00,Smelter,2008,,,Aluminium,572000,,,,,,,det_1068,
80,COM00023.00,Smelter,2009,,,Aluminium,573000,,,,,,,det_1068,
81,COM00023.00,Smelter,2010,,,Aluminium,569000,,,,,,,det_1070,
82,COM00023.00,Smelter,2011,,,Aluminium,582000,,,,,,,det_1070,
83,COM00023.00,Smelter,2012,,,Aluminium,593000,,,,,,,det_1070,
84,COM00023.00,Smelter,2013,,,Aluminium,582000,,,,,,,det_1066,
85,COM00023.00,Smelter,2014,,,Aluminium,583000,,,,,,,det_1066,
86,COM00023.00,Smelter,2015,,,Aluminium,606000,,,,,,,det_1066,
87,COM00023.00,Smelter,2016,,,Aluminium,609000,,,,,,,det_1065,
88,COM00023.00,Smelter,2017,,,Aluminium,598000,,,,,,,det_1065,
89,COM00023.00,Smelter,2018,,,Aluminium,584000,,,,,,,det_1065,
90,COM00025.00,Refinery,2008,Bauxite,,Alumina,1652307.6923076923,,,,,,,det_1291,
91,COM00025.00,Refinery,2009,Bauxite,,Alumina,227692.3076923077,,,,,,,det_1291,
92,COM00026.00,Smelter,2008,Alumina,,Primary aluminium,10588.235294117647,,,,,,,det_1291,
93,COM00026.00,Smelter,2009,Alumina,,Primary aluminium,12941.176470588236,,,,,,,det_1291,
94,COM00026.00,Smelter,2010,Alumina,,Primary aluminium,21176.470588235294,,,,,,,det_2008,
95,COM00026.00,Smelter,2011,Alumina,,Primary aluminium,17647.058823529413,,,,,,,det_2008,
96,COM00026.00,Smelter,2012,Alumina,,Primary aluminium,25882.352941176472,,,,,,,det_1303,
97,COM00026.00,Smelter,2013,Alumina,,Primary aluminium,2352.9411764705883,,,,,,,det_1303,
98,COM00029.00,Smelter,2008,,,Aluminium,91000,,,,,,,det_1068,
99,COM00029.00,Smelter,2009,,,Aluminium,73000,,,,,,,det_1068,
100,COM00029.00,Smelter,2010,,,Aluminium,76000,,,,,,,det_1070,
101,COM00029.00,Smelter,2011,,,Aluminium,69000,,,,,,,det_1069,
102,COM00029.00,Smelter,2012,,,Aluminium,52000,,,,,,,det_1069,
103,COM00029.00,Smelter,2013,,,Aluminium,75000,,,,,,,det_1066,
104,COM00029.00,Smelter,2014,,,Aluminium,93000,,,,,,,det_1066,
105,COM00030.00,Refinery,2008,,,Alumina,1504000,,,,,,,det_1068,
106,COM00030.00,Refinery,2009,,,Alumina,1657000,,,,,,,det_1068,
107,COM00030.00,Refinery,2010,,,Alumina,2507000,,,,,,,det_1070,
108,COM00030.00,Refinery,2011,,,Alumina,3385000,,,,,,,det_1069,
109,COM00030.00,Refinery,2012,,,Alumina,3409000,,,,,,,det_1069,
110,COM00030.00,Refinery,2013,,,Alumina,3425000,,,,,,,det_1066,the total production
111,COM00030.00,Refinery,2014,,,Alumina,3639000,,,,,,,det_1066,the total production
112,COM00030.00,Refinery,2015,,,Alumina,3667000,,,,,,,det_1066,the total production
113,COM00030.00,Refinery,2016,,,Alumina,3707000,,,,,,,det_1065,the total production
114,COM00030.00,Refinery,2017,,,Alumina,3697000,,,,,,,det_1065,the total production
115,COM00030.00,Refinery,2018,,,Alumina,3509000,,,,,,,det_1065,the total production
116,COM00032.00,Refinery,2011,Bauxite,,Alumina,5800000,,,,,,,det_1843,
117,COM00032.00,Refinery,2012,Bauxite,,Alumina,5800000,,,,,,,det_1842,
118,COM00032.00,Refinery,2013,Bauxite,,Alumina,5400000,,,,,,,det_1841,
119,COM00032.00,Refinery,2014,Bauxite,,Alumina,5900000,,,,,,,det_1840,
120,COM00032.00,Refinery,2015,Bauxite,,Alumina,6000000,,,,,,,det_1839,
121,COM00032.00,Refinery,2016,Bauxite,,Alumina,6300000,,,,,,,det_1838,
122,COM00032.00,Refinery,2017,Bauxite,,Alumina,6400000,,,,,,,det_1837,
123,COM00032.00,Refinery,2018,Bauxite,,Alumina,3700000,,,,,,,det_1836,
124,COM00032.00,Refinery,2019,Bauxite,,Alumina,4500000,,,,,,,det_1835,
125,COM00036.00,Refinery,2012,,,Metallurgical coke,260000,,,,,,April-March,det_2013,
126,COM00036.00,Smelter,2012,,,Pig iron,250000,,,,,,April-March,det_2013,
127,COM00036.00,Refinery,2013,,,Metallurgical coke,330000,,,,,,April-March,det_2013,
128,COM00036.00,Smelter,2013,,,Pig iron,310000,,,,,,April-March,det_2013,
129,COM00036.00,Refinery,2014,,,Metallurgical coke,410000,,,,,,April-March,det_1309,
130,COM00036.00,Smelter,2014,,,Pig iron,510000,,,,,,April-March,det_1309,
131,COM00036.00,Refinery,2015,,,Metallurgical coke,500000,,,,,,April-March,det_1309,
132,COM00036.00,Smelter,2015,,,Pig iron,610000,,,,,,April-March,det_1309,
133,COM00036.00,Refinery,2016,,,Metallurgical coke,480000,,,,,,April-March,det_1309,
134,COM00036.00,Smelter,2016,,,Pig iron,660000,,,,,,April-March,det_1309,
135,COM00036.00,Refinery,2017,,,Metallurgical coke,480000,,,,,,April-March,det_1307,
136,COM00036.00,Smelter,2017,,,Pig iron,710000,,,,,,April-March,det_1307,
137,COM00036.00,Refinery,2018,,,Metallurgical coke,440000,,,,,,April-March,det_1307,
138,COM00036.00,Smelter,2018,,,Pig iron,640000,,,,,,April-March,det_1307,
139,COM00036.00,Refinery,2019,,,Metallurgical coke,500000,,,,,,April-March,det_1307,
140,COM00036.00,Smelter,2019,,,Pig iron,690000,,,,,,April-March,det_1307,
141,COM00044.00,Smelter,2008,,,Aluminium,118000,,,,,,,det_1068,
142,COM00044.00,Smelter,2009,,,Aluminium,106000,,,,,,,det_1068,
143,COM00046.00,Smelter,2008,Alumina,,Primary aluminium,360457,,,,,,April-March,det_2011,
144,COM00046.00,Smelter,2009,Alumina,,Primary aluminium,361262,,,,,,April-March,det_2011,
145,COM00046.00,Smelter,2010,Alumina,,Primary aluminium,431488,,,,,,April-March,det_2010,
146,COM00046.00,Smelter,2011,Alumina,,Primary aluminium,443597,,,,,,April-March,det_2010,
147,COM00046.00,Smelter,2012,Alumina,,Primary aluminium,413089,,,,,,April-March,det_2010,
148,COM00046.00,Smelter,2013,Alumina,,Primary aluminium,403384,,,,,,April-March,det_2010,
149,COM00046.00,Smelter,2014,Alumina,,Primary aluminium,316492,,,,,,April-March,det_2010,
150,COM00046.00,Smelter,2015,Alumina,,Primary aluminium,327070,,,,,,April-March,det_2009,
151,COM00046.00,Smelter,2016,Alumina,,Primary aluminium,372183,,,,,,April-March,det_2009,
152,COM00046.00,Smelter,2017,Alumina,,Primary aluminium,387422,,,,,,April-March,det_2009,
153,COM00046.00,Smelter,2018,Alumina,,Primary aluminium,425515,,,,,,April-March,det_2009,
154,COM00046.00,Smelter,2019,Alumina,,Primary aluminium,440242,,,,,,April-March,det_2009,
155,COM00057.00,Refinery,2016,,,Ferroniobium,58300,,,,,,,det_1388,
156,COM00057.00,Refinery,2017,,,Ferroniobium,68700,,,64500,,,,det_1388,
157,COM00057.00,Refinery,2018,,,Ferroniobium,82900,,,82671,,,,det_1388,
158,COM00058.00,Smelter,2008,,,Crude steel,2700000,,,,,,,det_1925,
159,COM00058.00,Smelter,2009,,,Crude steel,2300000,,,,,,,det_1924,
160,COM00058.00,Smelter,2010,,,Crude steel,3300000,,,,,,,det_1823,
161,COM00058.00,Smelter,2011,,,Crude steel,3000000,,,,,,,det_1923,
162,COM00058.00,Smelter,2012,,,Crude steel,3300000,,,,,,,det_1922,
163,COM00058.00,Smelter,2013,,,Crude steel,3100000,,,,,,,det_1220,
164,COM00058.00,Smelter,2014,,,Crude steel,3300000,,,,,,,det_1221,
165,COM00058.00,Smelter,2015,,,Crude steel,3300000,,,,,,,det_1921,
166,COM00058.00,Smelter,2016,,,Crude steel,3600000,,,,,,,det_1920,
167,COM00058.00,Smelter,2017,,,Crude steel,3200000,,,,,,,det_1919,
168,COM00058.00,Smelter,2018,,,Crude steel,3400000,,,,,,,det_1918,
169,COM00058.00,Smelter,2019,,,Crude steel,3100000,,,,,,,det_1218,
170,COM00059.00,Smelter,2009,,,Crude steel,600000,,,,,,,det_1924,
171,COM00059.00,Smelter,2010,,,Crude steel,2300000,,,,,,,det_1823,
172,COM00059.00,Smelter,2011,,,Crude steel,2200000,,,,,,,det_1923,
173,COM00059.00,Smelter,2012,,,Crude steel,2700000,,,,,,,det_1922,
174,COM00059.00,Smelter,2013,,,Crude steel,2800000,,,,,,,det_1220,
175,COM00059.00,Smelter,2014,,,Crude steel,3000000,,,,,,,det_1221,
176,COM00059.00,Smelter,2015,,,Crude steel,2900000,,,,,,,det_1921,
177,COM00059.00,Smelter,2016,,,Crude steel,3200000,,,,,,,det_1920,
178,COM00059.00,Smelter,2017,,,Crude steel,3200000,,,,,,,det_1919,
179,COM00059.00,Smelter,2018,,,Crude steel,3100000,,,,,,,det_1918,
180,COM00059.00,Smelter,2019,,,Crude steel,3000000,,,,,,,det_1218,
181,COM00060.00,Smelter,2008,Hot metal,,Crude steel,1500000,,,,,,,det_1925,
182,COM00060.00,Smelter,2009,Hot metal,,Crude steel,600000,,,,,,,det_1924,
183,COM00060.00,Smelter,2010,Hot metal,,Crude steel,1200000,,,,,,,det_1823,
184,COM00060.00,Smelter,2011,Hot metal,,Crude steel,1200000,,,,,,,det_1923,
185,COM00060.00,Smelter,2012,Hot metal,,Crude steel,1140000,,,,,,,det_1922,
186,COM00060.00,Smelter,2013,Hot metal,,Crude steel,1200000,,,,,,,det_1220,
187,COM00060.00,Smelter,2014,Hot metal,,Crude steel,1000000,,,,,,,det_1221,
188,COM00060.00,Smelter,2015,Hot metal,,Crude steel,1200000,,,,,,,det_1921,
189,COM00060.00,Smelter,2016,Hot metal,,Crude steel,1300000,,,,,,,det_1920,
190,COM00060.00,Smelter,2017,Hot metal,,Crude steel,1100000,,,,,,,det_1919,
191,COM00060.00,Smelter,2018,Hot metal,,Crude steel,1100000,,,,,,,det_1918,
192,COM00060.00,Smelter,2019,Hot metal,,Crude steel,900000,,,,,,,det_1218,
193,COM00061.00,Smelter,2015,,,Crude steel,1500000,,,,,,,det_1921,
194,COM00061.00,Smelter,2016,,,Crude steel,1100000,,,,,,,det_1920,
195,COM00061.01,Smelter,2008,,,Crude steel,700000,,,,,,,det_1925,
196,COM00061.01,Smelter,2009,,,Crude steel,500000,,,,,,,det_1924,
197,COM00061.01,Smelter,2010,,,Crude steel,700000,,,,,,,det_1823,
198,COM00061.01,Smelter,2011,,,Crude steel,800000,,,,,,,det_1923,
199,COM00061.01,Smelter,2012,,,Crude steel,850000,,,,,,,det_1922,
200,COM00061.01,Smelter,2013,,,Crude steel,800000,,,,,,,det_1220,
201,COM00061.01,Smelter,2014,,,Crude steel,900000,,,,,,,det_1221,
202,COM00061.01,Smelter,2017,,,Crude steel,1000000,,,,,,,det_1919,
203,COM00061.01,Smelter,2018,,,Crude steel,1000000,,,,,,,det_1918,
204,COM00061.01,Smelter,2019,,,Crude steel,1000000,,,,,,,det_1218,
205,COM00061.03,Smelter,2009,,,Crude steel,600000,,,,,,,det_1924,
206,COM00061.03,Smelter,2010,,,Crude steel,700000,,,,,,,det_1823,
207,COM00061.03,Smelter,2011,,,Crude steel,600000,,,,,,,det_1923,
208,COM00061.03,Smelter,2012,,,Crude steel,600000,,,,,,,det_1922,
209,COM00061.03,Smelter,2013,,,Crude steel,500000,,,,,,,det_1220,
210,COM00061.03,Smelter,2014,,,Crude steel,600000,,,,,,,det_1221,
211,COM00062.00,Smelter,2008,,,Crude steel,900000,,,,,,,det_1925,
212,COM00062.00,Smelter,2009,,,Crude steel,800000,,,,,,,det_1924,
213,COM00062.00,Smelter,2010,,,Crude steel,1000000,,,,,,,det_1823,
214,COM00062.00,Smelter,2011,,,Crude steel,900000,,,,,,,det_1923,
215,COM00062.00,Smelter,2012,,,Crude steel,944000,,,,,,,det_1922,
216,COM00062.00,Smelter,2013,,,Crude steel,1000000,,,,,,,det_1220,
217,COM00062.00,Smelter,2014,,,Crude steel,1000000,,,,,,,det_1221,
218,COM00062.00,Smelter,2015,,,Crude steel,1000000,,,,,,,det_1921,
219,COM00062.00,Smelter,2016,,,Crude steel,1000000,,,,,,,det_1920,
220,COM00062.00,Smelter,2017,,,Crude steel,1000000,,,,,,,det_1919,
221,COM00062.00,Smelter,2018,,,Crude steel,900000,,,,,,,det_1918,
222,COM00062.00,Smelter,2019,,,Crude steel,900000,,,,,,,det_1218,
223,COM00063.00,Smelter,2008,,,Crude steel,6100000,,,,,,,det_1925,
224,COM00063.00,Smelter,2009,,,Crude steel,5300000,,,,,,,det_1924,
225,COM00063.00,Smelter,2010,,,Crude steel,6000000,,,,,,,det_1823,
226,COM00063.00,Smelter,2011,,,Crude steel,5400000,,,,,,,det_1923,
227,COM00063.00,Smelter,2012,,,Crude steel,4400000,,,,,,,det_1922,
228,COM00063.00,Smelter,2013,,,Crude steel,4500000,,,,,,,det_1220,
229,COM00063.00,Smelter,2014,,,Crude steel,5400000,,,,,,,det_1221,
230,COM00063.00,Smelter,2015,,,Crude steel,6800000,,,,,,,det_1921,
231,COM00063.00,Smelter,2016,,,Crude steel,7000000,,,,,,,det_1920,
232,COM00063.00,Smelter,2017,,,Crude steel,7200000,,,,,,,det_1919,
233,COM00063.00,Smelter,2018,,,Crude steel,7000000,,,,,,,det_1918,
234,COM00063.00,Smelter,2019,,,Crude steel,6300000,,,,,,,det_1218,
235,COM00064.00,Smelter,2008,,,Crude steel,500000,,,,,,,det_1925,
236,COM00064.00,Smelter,2009,,,Crude steel,400000,,,,,,,det_1924,
237,COM00064.00,Smelter,2010,,,Crude steel,500000,,,,,,,det_1823,
238,COM00064.00,Smelter,2011,,,Crude steel,500000,,,,,,,det_1923,
239,COM00064.00,Smelter,2012,,,Crude steel,570000,,,,,,,det_1922,
240,COM00064.00,Smelter,2013,,,Crude steel,600000,,,,,,,det_1220,
241,COM00064.00,Smelter,2014,,,Crude steel,600000,,,,,,,det_1221,
242,COM00064.00,Smelter,2015,,,Crude steel,500000,,,,,,,det_1921,
243,COM00064.00,Smelter,2016,,,Crude steel,600000,,,,,,,det_1920,
244,COM00064.00,Smelter,2017,,,Crude steel,600000,,,,,,,det_1919,
245,COM00064.00,Smelter,2018,,,Crude steel,600000,,,,,,,det_1918,
246,COM00064.00,Smelter,2019,,,Crude steel,600000,,,,,,,det_1218,
247,COM00070.00,Smelter,2008,,,Aluminium,172000,,,,,,,det_1068,
248,COM00070.00,Smelter,2009,,,Aluminium,171000,,,,,,,det_1068,
249,COM00070.00,Smelter,2010,,,Aluminium,174000,,,,,,,det_1070,
250,COM00070.00,Smelter,2011,,,Aluminium,176000,,,,,,,det_1069,
251,COM00070.00,Smelter,2012,,,Aluminium,177000,,,,,,,det_1069,
252,COM00070.00,Smelter,2013,,,Aluminium,175000,,,,,,,det_1066,
253,COM00070.00,Smelter,2014,,,Aluminium,173000,,,,,,,det_1066,
254,COM00070.00,Smelter,2015,,,Aluminium,173000,,,,,,,det_1066,
255,COM00070.00,Smelter,2016,,,Aluminium,172000,,,,,,,det_1065,
256,COM00070.00,Smelter,2017,,,Aluminium,171000,,,,,,,det_1065,
257,COM00070.00,Smelter,2018,,,Aluminium,173000,,,,,,,det_1065,
258,COM00070.01,Smelter,2013,,,Aluminium,9000,,,,,,,det_1066,
259,COM00070.01,Smelter,2014,,,Aluminium,59000,,,,,,,det_1066,
260,COM00070.01,Smelter,2015,,,Aluminium,59000,,,,,,,det_1066,
261,COM00070.01,Smelter,2016,,,Aluminium,60000,,,,,,,det_1065,
262,COM00070.01,Smelter,2017,,,Aluminium,57000,,,,,,,det_1065,
263,COM00075.00,Smelter,2002,Copper concentrate and scrap,1016700,Copper anode,298000,,,,,,,det_2747,
264,COM00075.00,Smelter,2003,Copper concentrate and scrap,964400,Copper anode,290300,,,,,,,det_2747,
265,COM00075.00,Smelter,2004,Copper concentrate and scrap,768100,Copper anode,224300,,,,,,,det_2803,
266,COM00075.00,Smelter,2005,Copper concentrate and scrap,975400,Copper anode,284200,,,,,,,det_2803,
267,COM00075.00,Smelter,2006,Copper concentrate and scrap,953700,Copper anode,263700,,,,,,,det_2802,
268,COM00075.00,Refinery,2007,Copper anode,,Copper cathode,243600,,,,,,,det_1169,
269,COM00075.00,Smelter,2007,Copper concentrate and scrap,952300,Copper anode,256100,,,,,,,det_1169,
270,COM00075.00,Refinery,2008,Copper anode,,Copper cathode,257100,,,,,,,det_1169,
271,COM00075.00,Smelter,2008,Copper concentrate and scrap,1028100,Copper anode,259900,,,,,,,det_1169,
272,COM00075.00,Refinery,2009,Copper anode,,Copper cathode,256600,,,,,,,det_2801,
273,COM00075.00,Smelter,2009,Copper concentrate and scrap,1000700,Copper anode,269000,,,,,,,det_2801,
274,COM00075.00,Refinery,2010,Copper anode,,Copper cathode,253000,,,,,,,det_2800,
275,COM00075.00,Smelter,2010,Copper concentrate and scrap,980700,Copper anode,255000,,,,,,,det_2800,
276,COM00075.00,Refinery,2011,Copper anode,,Copper cathode,247400,,,,,,,det_2800,
277,COM00075.00,Smelter,2011,Copper concentrate and scrap,935700,Copper anode,253000,,,,,,,det_2800,
278,COM00075.00,Refinery,2012,Copper anode,,Copper cathode,274400,,,,,,,det_2799,
279,COM00075.00,Smelter,2012,Copper concentrate and scrap,1100000,Copper anode,295200,,,,,,,det_2799,
280,COM00075.00,Refinery,2013,Copper anode,,Copper cathode,226000,,,,,,,det_1168,
281,COM00075.00,Smelter,2013,Copper concentrate and scrap,,Copper anode,224300,,,,,,,det_1168,
282,COM00075.00,Refinery,2014,Copper anode,,Copper cathode,283800,,,,,,,det_2740,
283,COM00075.00,Smelter,2014,Copper concentrate and scrap,,Copper anode,294100,,,,,,,det_2740,
284,COM00075.00,Refinery,2015,Copper anode,,Copper cathode,284800,,,,,,,det_2740,
285,COM00075.00,Smelter,2015,Copper concentrate and scrap,,Copper anode,293100,,,,,,,det_2740,
286,COM00075.00,Refinery,2016,Copper anode,,Copper cathode,285800,,,,,,,det_2740,
287,COM00075.00,Smelter,2016,Copper concentrate and scrap,,Copper anode,296900,,,,,,,det_2740,
288,COM00075.00,Refinery,2017,Copper anode,,Copper cathode,271400,,,,,,,det_1167,
289,COM00075.00,Smelter,2017,Copper concentrate and scrap,,Copper anode,283100,,,,,,,det_1167,
290,COM00075.00,Refinery,2018,Copper anode,,Copper cathode,283100,,,,,,,det_1167,
291,COM00075.00,Smelter,2018,Copper concentrate and scrap,,Copper anode,295300,,,,,,,det_1167,
292,COM00075.00,Refinery,2019,Copper anode,,Copper cathode,268300,,,,,,,det_1167,
293,COM00075.00,Smelter,2019,Copper concentrate and scrap,,Copper anode,272000,,,,,,,det_1167,
294,COM00076.00,Refinery,2008,Bauxite,,Alumina,1890000,,,,,,,det_1291,
295,COM00076.00,Refinery,2009,Bauxite,,Alumina,1245000,,,,,,,det_1291,
296,COM00076.00,Refinery,2010,Bauxite,,Alumina,1850000,,,,,,,det_2008,
297,COM00076.00,Refinery,2011,Bauxite,,Alumina,1927000,,,,,,,det_2008,
298,COM00076.00,Refinery,2012,Bauxite,,Alumina,1926000,,,,,,,det_1303,
299,COM00076.00,Refinery,2013,Bauxite,,Alumina,1935000,,,,,,,det_1303,
300,COM00076.00,Refinery,2014,Bauxite,,Alumina,1951000,,,,,,,det_2007,
301,COM00076.00,Refinery,2015,Bauxite,,Alumina,1983000,,,,,,,det_2007,
302,COM00076.00,Refinery,2016,Bauxite,,Alumina,1967000,,,,,,,det_1284,
303,COM00076.00,Refinery,2017,Bauxite,,Alumina,1937000,,,,,,,det_1284,
304,COM00076.00,Refinery,2018,Bauxite,,Alumina,1874000,,,,,,,det_1277,
305,COM00076.00,Refinery,2019,Bauxite,,Alumina,1893000,,,,,,,det_1277,
306,COM00078.00,Refinery,2008,,,Coke,3300000,,,,,,,det_1230,
307,COM00078.00,Refinery,2009,,,Coke,2400000,,,,,,,det_1230,
308,COM00078.00,Refinery,2010,,,Coke,3100000,,,,,,,det_1943,
309,COM00078.00,Refinery,2012,,,Coke,3665000,,,,,,,det_1941,
310,COM00078.00,Refinery,2013,,,Coke,3312000,,,,,,,det_1227,
311,COM00078.00,Refinery,2014,,,Coke,2319000,,,,,,,det_1227,
312,COM00078.00,Refinery,2015,,,Coke,1938000,,,,,,,det_1227,
