id,facility_id,year,type_mining,waste_type,material,commodity,value_tonnes,total_material_tonnes,stripping_ratio,reporting_period,source_id,comment
41,COM00057.00,2016,,Tailings,,,3453660,,,,det_1388,
42,COM00057.00,2016,,Waste rock,,,3016025,,,,det_1388,
43,COM00057.00,2017,,Tailings,,,3745230,,,,det_1388,
44,COM00057.00,2017,,Waste rock,,,5370285,,,,det_1388,
45,COM00057.00,2018,,Tailings,,,5466997,,,,det_1388,
46,COM00057.00,2018,,Waste rock,,,4138257,,,,det_1388,
47,COM00071.00,2007,,Waste rock,,,1098000,,,,det_2419,
48,COM00071.00,2008,,Waste rock,,,4270000,,1.64,,det_2418,
49,COM00071.00,2009,,Waste rock,,,17934000,,4.05,,det_2418,
50,COM00071.00,2010,,Waste rock,,,20252000,,6.7,,det_2417,
51,COM00071.00,2011,,Waste rock,,,50752000,,6.2,,det_2417,
52,COM00071.00,2012,,Waste rock,,,57950000,,5.4,,det_1511,
53,COM00071.00,2013,,Waste rock,,,38552000,,3.7,,det_1511,
54,COM00071.00,2014,,Waste rock,,,22204000,,2.4,,det_2416,
55,COM00071.00,2015,,Waste rock,,,27572000,,2.5,,det_2416,
56,COM00071.00,2016,,Waste rock,,,42334000,,3.8,,det_2415,
57,COM00071.00,2017,,Waste rock,,,43066000,,4.2,,det_2415,
58,COM00071.00,2018,,Waste rock,,,51972000,,5.5,,det_1510,
59,COM00071.00,2019,,Waste rock,,,49166000,,4.9,,det_1510,
60,COM00087.00,2014,,Waste rock,,,5087400,,,,det_2410,
61,COM00087.00,2015,,Waste rock,,,6710000,,,,det_2410,
62,COM00087.00,2016,,Waste rock,,,4892200,,2.43,,det_2409,
63,COM00087.00,2017,,Waste rock,,,9394000,,2.4,,det_1877,
64,COM00087.00,2018,,Waste rock,,,22374800,,3.9,,det_1785,
65,COM00087.00,2019,,Waste rock,,,18836800,,3.09,,det_1784,
66,COM00087.00,2020,,Waste rock,,,14835200,,2.65,,det_1783,
67,COM00102.00,2016,,Waste rock,F.stc,,4551716,,,July-June,det_2523,
68,COM00102.00,2017,,Waste rock,F.stc,,5409424,,,July-June,det_1547,
69,COM00102.00,2018,,Waste rock,F.stc,,12463061,,,July-June,det_1547,
70,COM00104.00,2007,Surface,Waste rock,,,195378220.8,222179630.4,,,det_1696,
71,COM00104.00,2008,Surface,Waste rock,,,108421286.4,177633388.8,,,det_1695,
72,COM00104.00,2009,Surface,Waste rock,,,22280832,133013664,,,det_1695,
73,COM00104.00,2010,Surface,Waste rock,,,60111979.2,85667803.2,,,det_1694,
74,COM00104.00,2011,Surface,Waste rock,,,140997024,147703953.6,,,det_1694,
75,COM00104.00,2012,Surface,Waste rock,,,177012864,178236676.8,,,det_1596,
76,COM00104.00,2013,Surface,Waste rock,,,168702912,196014168,,,det_1596,
77,COM00104.00,2014,Surface,Waste rock,,,53208187.2,116646868.80000001,,,det_1693,
78,COM00104.00,2015,Surface,Waste rock,,,46992960,138852403.20000002,,,det_1691,
79,COM00105.00,2007,,Waste rock,,,17812000,,,,det_2419,
80,COM00105.00,2008,,Waste rock,,,23790000,,10.38,,det_2418,
81,COM00105.00,2009,,Waste rock,,,44530000,,11.61,,det_2418,
82,COM00105.00,2010,,Waste rock,,,31110000,,11.6,,det_2417,
83,COM00105.00,2011,,Waste rock,,,34770000,,7.2,,det_2417,
84,COM00105.00,2012,,Waste rock,,,38674000,,8.8,,det_1511,
85,COM00105.00,2013,,Waste rock,,,17568000,,2.5,,det_1511,
86,COM00124.00,2015,,Waste rock,,,50386000,,,,det_1780,
87,COM00124.00,2016,,Waste rock,,,50996000,,,,det_1780,
88,COM00124.00,2017,,Waste rock,,,56852000,,,,det_1779,
89,COM00124.00,2018,,Waste rock,,,59048000,,,,det_1779,
90,COM00129.00,2004,,Waste rock,,,40934660,,,April-March,det_2389,
91,COM00129.00,2005,,Waste rock,,,48316880,,,April-March,det_2389,
92,COM00129.00,2006,,Waste rock,,,53628760,,,April-March,det_2389,
93,COM00129.00,2007,,Waste rock,,,56426220,,,April-March,det_2389,
94,COM00129.00,2008,,Waste rock,,,61744200,,,April-March,det_2389,
95,COM00129.00,2009,,Waste rock,,,65392000,,,April-March,det_2389,
96,COM00129.00,2010,,Waste rock,,,75193480,,,April-March,det_2391,
97,COM00129.00,2011,,Waste rock,,,101535720,,,April-March,det_2390,
98,COM00129.00,2012,,Waste rock,,,99260420,,,April-March,det_2390,
99,COM00129.00,2013,,Waste rock,,,102795980,,,April-March,det_2389,
100,COM00129.00,2014,,Waste rock,,,,,,April-March,det_2389,
101,COM00129.00,2015,,Waste rock,,,126759220,,,April-March,det_2388,
102,COM00129.00,2016,,Waste rock,,,181281020,,,April-March,det_2388,
103,COM00129.00,2017,,Waste rock,,,160082300,,,April-March,det_2387,
104,COM00129.00,2018,,Waste rock,,,134768520,,,April-March,det_2387,
105,COM00129.00,2019,,Waste rock,,,125958900,,,April-March,det_2386,
106,COM00129.00,2020,,Waste rock,,,100828120,,,April-March,det_2386,
107,COM00144.00,2018,,Waste rock,F.stc,,14248865,,,July-June,det_1547,
108,COM00144.00,2019,,,F.stc,,,,6.7,July-June,det_1546,
109,COM00144.00,2020,,,F.stc,,,,8.5,July-June,det_1546,
110,COM00146.00,2019,,Waste rock,,,13679900,,,April-March,det_1806,
111,COM00146.00,2020,,Waste rock,,,13742400,,,April-March,det_1806,
112,COM00151.00,2009,Surface,Waste rock,,,6412996.800000001,10090785.6,,,det_1695,
113,COM00151.00,2010,Surface,Waste rock,,,46071244.800000004,94640918.4,,,det_1694,
114,COM00151.00,2011,Surface,Waste rock,,,43213564.800000004,91187208,,,det_1694,
115,COM00151.00,2012,Surface,Waste rock,,,43662628.800000004,82259452.8,,,det_1596,
116,COM00151.00,2013,Surface,Waste rock,,,53713497.6,92283105.60000001,,,det_1596,
117,COM00151.00,2014,Surface,Waste rock,,,46836921.6,96116025.60000001,,,det_1693,
118,COM00151.00,2015,Surface,Waste rock,,,33808622.4,78392966.4,,,det_1691,
119,COM00151.00,2016,Surface,Waste rock,,,38446228.800000004,83369865.60000001,,,det_1691,
120,COM00151.00,2017,Surface,Waste rock,,,34879118.4,77597352,,,det_1691,
121,COM00151.00,2018,Surface,Waste rock,,,44238700.800000004,79540574.4,,,det_1691,
122,COM00151.00,2019,Surface,Waste rock,,,53309793.6,88422062.4,,,det_1691,
123,COM00154.00,2006,,Waste rock,F.coal,,8450807.02,,,,det_2901,
124,COM00154.00,2006,,Waste rock,F.coal,,453713.12,,,,det_2901,
125,COM00154.00,2007,,Waste rock,F.coal,,23865091,,,,det_2901,
126,COM00154.00,2007,,Waste rock,F.coal,,461020.92,,,,det_2901,
127,COM00154.00,2008,,Waste rock,F.coal,,36319847.74,,,,det_2900,
128,COM00154.00,2008,,Waste rock,F.coal,,514798.51999999996,,,,det_2900,
129,COM00154.00,2009,,Waste rock,F.coal,,53246307.08,,,,det_2900,
130,COM00154.00,2009,,Waste rock,F.coal,,603372.96,,,,det_2900,
131,COM00154.00,2010,,Waste rock,F.coal,,77940607.67999999,,,,det_2899,
132,COM00154.00,2010,,Waste rock,F.coal,,985420.84,,,,det_2899,
133,COM00154.00,2011,,Waste rock,F.coal,,109672128.14,,,,det_2899,
134,COM00154.00,2011,,Waste rock,F.coal,,1207060.68,,,,det_2899,
135,COM00154.00,2012,,Waste rock,F.coal,,150840459.62,,,,det_2898,
136,COM00154.00,2012,,Waste rock,F.coal,,1360569.6199999999,,,,det_2898,
137,COM00154.00,2013,,Waste rock,F.coal,,194107455.84,,,,det_2898,
138,COM00154.00,2013,,Waste rock,F.coal,,1677498.78,,,,det_2898,
139,COM00154.00,2014,,Waste rock,F.coal,,57828000,,,,det_2511,
140,COM00154.00,2014,,Waste rock,F.coal,,526308,,,,det_2511,
141,COM00154.00,2015,,Waste rock,F.coal,,72224000,,,,det_2511,
142,COM00154.00,2015,,Waste rock,F.coal,,184708,,,,det_2511,
143,COM00154.00,2016,,Waste rock,F.coal,,61000000,,,,det_2510,
144,COM00154.00,2016,,Waste rock,F.coal,,254126,,,,det_2510,
145,COM00154.00,2017,,Waste rock,F.coal,,63440000,,,,det_2510,
146,COM00154.00,2017,,Waste rock,F.coal,,154330,,,,det_2510,
147,COM00154.00,2018,,Waste rock,F.coal,,68076000,,,,det_2509,
148,COM00154.00,2018,,Waste rock,F.coal,,445117,,,,det_2509,
149,COM00154.00,2019,,Waste rock,F.coal,,66246000,,,,det_2509,
150,COM00154.00,2019,,Waste rock,F.coal,,142105.6,,,,det_2509,
151,COM00178.00,2005,,,,,,102508000,,,det_1803,
152,COM00178.00,2006,,,,,,114595000,,,det_1803,
153,COM00178.00,2007,,,,,,74672000,,,det_1803,
154,COM00178.00,2008,,,,,,4820000,,,det_1598,
155,COM00178.00,2009,,,,,,0,,,det_1598,
156,COM00178.00,2010,,,,,,6439000,,,det_1598,
157,COM00178.00,2011,,,,,,98306000,,,det_1802,
158,COM00178.00,2012,,,,,,150871000,,,det_1802,
159,COM00178.00,2013,,,,,,206710000,,,det_1802,
160,COM00178.00,2014,,,,,,271026000,,,det_1801,
161,COM00178.00,2015,,,,,,282954000,,,det_1801,
162,COM00178.00,2016,,,,,,257395000,,,det_1801,
163,COM00178.00,2017,,,,,,288716000,,,det_1014,
164,COM00178.00,2018,,,,,,297718000,,,det_1014,
165,COM00178.00,2019,,,,,,288882000,,,det_1014,
166,COM00179.00,2012,Underground,Tailings,F.coal,,1211211,,,,det_2533,
167,COM00179.00,2012,Surface,Tailings,F.coal,,4541733,,,,det_2533,
168,COM00179.00,2012,Underground,Waste rock,F.coal,,11976.74,,,,det_2533,
169,COM00179.00,2012,Surface,Waste rock,F.coal,,87682562.66,,,,det_2533,
170,COM00179.00,2013,Underground,Tailings,F.coal,,2507358,,,,det_2532,
171,COM00179.00,2013,Surface,Tailings,F.coal,,3202810,,,,det_2532,
172,COM00179.00,2013,Underground,Waste rock,F.coal,,2466.84,,,,det_2532,
173,COM00179.00,2013,Surface,Waste rock,F.coal,,18300,,,,det_2532,
174,COM00179.00,2013,Surface,Waste rock,F.coal,,73705255.67999999,,,,det_2532,
175,COM00179.00,2014,Underground,Tailings,F.coal,,2950066,,,,det_2531,
176,COM00179.00,2014,Surface,Tailings,F.coal,,3144117,,,,det_2531,
177,COM00179.00,2014,Underground,Waste rock,F.coal,,26453.26,,,,det_2531,
178,COM00179.00,2014,Surface,Waste rock,F.coal,,13786,,,,det_2531,
179,COM00179.00,2014,Surface,Waste rock,F.coal,,65255156.26,,,,det_2531,
180,COM00179.00,2015,Underground,Tailings,F.coal,,1304959,,,,det_2530,
181,COM00179.00,2015,Underground,Tailings,F.coal,,377201,,,,det_2530,
182,COM00179.00,2015,Surface,Tailings,F.coal,,2667988,,,,det_2530,
183,COM00179.00,2015,Surface,Tailings,F.coal,,771188,,,,det_2530,
184,COM00179.00,2015,Surface,Waste rock,F.coal,,65962885.58,,,,det_2530,
185,COM00179.00,2016,Underground,Tailings,F.coal,,995210,,,,det_2530,
186,COM00179.00,2016,Underground,Tailings,F.coal,,381021,,,,det_2530,
187,COM00179.00,2016,Surface,Tailings,F.coal,,2366563,,,,det_2530,
188,COM00179.00,2016,Surface,Tailings,F.coal,,713395,,,,det_2530,
189,COM00179.00,2016,Surface,Waste rock,F.coal,,67064182.019999996,,,,det_2530,
190,COM00179.00,2017,Underground,Tailings,F.coal,,1588000,,,,det_2529,
191,COM00179.00,2017,Underground,Tailings,F.coal,,400000,,,,det_2529,
192,COM00179.00,2017,Surface,Tailings,F.coal,,2903883,,,,det_2529,
193,COM00179.00,2017,Surface,Tailings,F.coal,,551368,,,,det_2529,
194,COM00179.00,2017,Surface,Waste rock,F.coal,,56043140,,,,det_2529,
195,COM00179.00,2018,Underground,Tailings,F.coal,,379288,,,,det_2529,
196,COM00179.00,2018,Underground,Tailings,F.coal,,140664,,,,det_2529,
197,COM00179.00,2018,Surface,Tailings,F.coal,,3870289,,,,det_2529,
198,COM00179.00,2018,Surface,Tailings,F.coal,,1120733,,,,det_2529,
199,COM00179.00,2018,Surface,Waste rock,F.coal,,63009734.059999995,,,,det_2529,
200,COM00179.00,2019,Surface,Tailings,F.coal,,3391551,,,,det_1184,
201,COM00179.00,2019,Surface,Tailings,F.coal,,1065844,,,,det_1184,
202,COM00179.00,2019,Surface,Waste rock,F.coal,,78515540,,,,det_1184,
203,COM00179.00,2020,Surface,Tailings,F.coal,,2943359,,,,det_1184,
204,COM00179.00,2020,Surface,Tailings,F.coal,,887033,,,,det_1184,
205,COM00179.00,2020,Surface,Waste rock,F.coal,,72033266.42,,,,det_1184,
206,COM00180.00,2002,,,O.Au,Me.Au,,944000,,,det_1044,
207,COM00180.00,2003,,,O.Au,Me.Au,,945000,,,det_1044,
208,COM00180.00,2005,,,O.Au,Me.Au,,1011000,,,det_1043,
209,COM00180.00,2005,,,O.Au,Me.Au,,1118000,,,det_1043,
210,COM00186.00,2009,,,,,,19843000,,,det_1681,
211,COM00186.00,2010,,,,,,18848000,,,det_1681,
212,COM00186.00,2011,,,,,,21534000,,,det_1682,
213,COM00186.00,2012,,,,,,28563000,,,det_1684,
214,COM00186.00,2013,,,,,,32177000,,,det_1684,
215,COM00186.00,2014,,,,,,24510000,,,det_1678,
216,COM00186.00,2015,,,,,,24989000,,,det_1678,
217,COM00186.00,2016,,,,,,21585000,,,det_1679,
218,COM00186.00,2017,,,,,,15368000,,,det_1679,
219,COM00186.00,2018,,,,,,478000,,,det_1680,
220,COM00187.00,2007,,Surplus acid,,,2080,,,,det_1710,
221,COM00187.00,2008,,Surplus acid,,,4405,,,,det_1711,
222,COM00187.00,2009,,Surplus acid,,,9587,,,,det_1720,
223,COM00193.00,2010,,,,,1052703.596,1052703.596,,,det_2891,
224,COM00193.00,2010,,,,,381448.844,1052703.596,,,det_2891,
225,COM00193.00,2010,,,,,858111.128,1052703.596,,,det_2891,
226,COM00193.00,2010,,,,,892626,1052703.596,,,det_2891,
227,COM00193.00,2010,,,,,1487710,1052703.596,,,det_2891,
228,COM00193.00,2010,,,,,905717.848,1052703.596,,,det_2891,
229,COM00193.00,2010,,,,,810504.408,1052703.596,,,det_2891,
230,COM00193.00,2010,,,,,953324.5680000001,1052703.596,,,det_2891,
231,COM00193.00,2010,,,,,1635885.916,1052703.596,,,det_2891,
232,COM00193.00,2010,,,,,1334773.412,1052703.596,,,det_2891,
233,COM00193.00,2010,,,,,1525200.2920000001,1052703.596,,,det_2891,
234,COM00193.00,2010,,,,,924760.5360000001,1052703.596,,,det_2891,
235,COM00193.00,2010,,,,,1130659.5999999999,1052703.596,,,det_2891,
236,COM00193.00,2010,,,,,1382380.132,1052703.596,,,det_2891,
237,COM00193.00,2010,,,,,714695.8840000001,1052703.596,,,det_2891,
238,COM00193.00,2010,,,,,833117.6,1052703.596,,,det_2891,
239,COM00193.00,2011,,,,,,5593578,,,det_2324,
240,COM00193.00,2012,,,,,,8546039,,,det_2324,
241,COM00193.00,2013,,,,,,3571611,,,det_1484,
242,COM00193.00,2014,,,,,,4316360,,,det_1484,
243,COM00205.00,2007,Surface,Waste rock,,,76245624,,,,det_1696,
244,COM00205.00,2008,Surface,Waste rock,,,53497584,,,,det_1695,
245,COM00205.00,2009,Surface,Waste rock,,,66745425.6,,,,det_1695,
246,COM00205.00,2010,Surface,Waste rock,,,63272664,,,,det_1694,
247,COM00205.00,2011,Surface,Waste rock,,,50169974.400000006,,,,det_1694,
248,COM00205.00,2012,Surface,Waste rock,,,56790720,,,,det_1596,
249,COM00205.00,2013,Surface,Waste rock,,,59734584,,,,det_1596,
250,COM00205.00,2014,Surface,Waste rock,,,58899960,78188846.4,,,det_1693,
251,COM00205.00,2015,Surface,Waste rock,,,67092883.2,85728585.60000001,,,det_1691,
252,COM00205.00,2016,Surface,Waste rock,,,56935872,78546283.2,,,det_1691,
253,COM00205.00,2017,Surface,Waste rock,,,54867456,81561816,,,det_1691,
254,COM00205.00,2018,Surface,Waste rock,,,44297668.800000004,60470323.2,,,det_1691,
255,COM00207.00,2013,,,,,,27833000,,,det_1807,
256,COM00207.00,2014,,,,,,29962000,,,det_1807,
257,COM00207.00,2015,,,,,,28362000,,,det_1807,
258,COM00207.00,2016,,,,,,28837000,,,det_1807,
259,COM00207.00,2017,,,,,,26516000,,,det_1807,
260,COM00207.00,2018,,,,,,24140000,,,det_1807,
261,COM00210.02,2007,,,O.Fe,,,7700000,0.27,,det_1934,
262,COM00210.02,2008,,,O.Fe,,,6600000,0.35,,det_1933,
263,COM00221.00,2000,,Waste rock,,,56778800,,,April-March,det_2393,
264,COM00221.00,2001,,Waste rock,,,58011000,,,April-March,det_2393,
265,COM00221.00,2002,,Waste rock,,,56620199.99999999,,,April-March,det_2393,
266,COM00221.00,2003,,Waste rock,,,56900800,,,April-March,det_2393,
267,COM00221.00,2004,,Waste rock,,,58682000,,,April-March,det_2393,
268,COM00221.00,2005,,Waste rock,,,56949600,,,April-March,det_2389,
269,COM00221.00,2006,,Waste rock,,,60963400,,,April-March,det_2389,
270,COM00221.00,2007,,Waste rock,,,55998000,,,April-March,det_2389,
271,COM00221.00,2008,,Waste rock,,,67368400,,,April-March,det_2389,
272,COM00221.00,2009,,Waste rock,,,67868600,,,April-March,det_2389,
273,COM00221.00,2010,,Waste rock,,,68381000,,,April-March,det_2391,
274,COM00221.00,2011,,Waste rock,,,76274400,,,April-March,det_2390,
275,COM00221.00,2012,,Waste rock,,,80129600.00000001,,,April-March,det_2390,
276,COM00221.00,2013,,Waste rock,,,77238200,,,April-March,det_2389,
277,COM00221.00,2014,,Waste rock,,,72004400,,,April-March,det_2389,
278,COM00221.00,2015,,Waste rock,,,118801160,,,April-March,det_2388,
279,COM00221.00,2016,,Waste rock,,,130269160,,,April-March,det_2388,
280,COM00221.00,2017,,Waste rock,,,125208600,,,April-March,det_2387,
281,COM00221.00,2018,,Waste rock,,,116658840,,,April-March,det_2387,
282,COM00221.00,2019,,Waste rock,,,122597800,,,April-March,det_2386,
283,COM00221.00,2020,,Waste rock,,,126094320,,,April-March,det_2386,
284,COM00223.00,2016,Surface,Waste rock,,,7209692.4799999995,,,July-June,det_1441,
285,COM00223.00,2017,Surface,Waste rock,,,6724211.78,,,July-June,det_2230,
286,COM00223.01,2018,Surface,Waste rock,,,3893653.1799999997,,,July-June,det_2230,
287,COM00229.00,2019,,Waste rock,,,6640990,,,,det_1917,
288,COM00231.00,2014,,,,,,14095000,,,det_2075,
289,COM00231.00,2015,,,,,,11748000,,,det_2072,
290,COM00231.00,2016,,,,,,13561000,,,det_2074,
291,COM00231.00,2017,,,,,,22243000,,,det_2071,
292,COM00231.00,2018,,,,,,20492000,,,det_2073,
293,COM00231.00,2019,,,,,,26347000,,,det_1369,
294,COM00244.00,2015,,Waste rock,,,24784951,,,,det_1912,
295,COM00244.00,2016,,Waste rock,,,27751926,,,,det_1912,
296,COM00244.00,2017,,Waste rock,,,32832383,,,,det_1911,
297,COM00244.00,2018,,Waste rock,,,31305991,,,,det_1911,
298,COM00244.00,2018,,Waste rock,,,6416534,,,,det_1917,
299,COM00294.00,2014,,,O.Au,Me.Au,,152146000,,,det_1045,
300,COM00294.00,2015,,,O.Au,Me.Au,,151357000,,,det_1045,
301,COM00294.00,2016,,,O.Au,Me.Au,,124919000,,,det_1045,
302,COM00302.00,2016,Surface,Waste rock,,,18717350.400000002,38542392,,,det_1691,
303,COM00302.00,2017,Surface,Waste rock,,,19473955.2,39063124.800000004,,,det_1691,
304,COM00302.00,2018,Surface,Waste rock,,,20221488,37874692.800000004,,,det_1691,
305,COM00302.00,2019,Surface,Waste rock,,,17000928,38094235.2,,,det_1691,
306,COM00305.00,2005,,,,,,109855000,,,det_1803,
307,COM00305.00,2006,,,,,,112410000,,,det_1803,
308,COM00305.00,2007,,,,,,116438000,,,det_1803,
309,COM00305.00,2008,,,,,,118054000,,,det_1598,
310,COM00305.00,2009,,,,,,117939000,,,det_1598,
311,COM00305.00,2010,,,,,,126144000,,,det_1598,
312,COM00305.00,2011,,,,,,140108000,,,det_1802,
313,COM00305.00,2012,,,,,,154091000,,,det_1802,
314,COM00305.00,2013,,,,,,173277000,,,det_1802,
315,COM00305.00,2014,,,,,,182812000,,,det_1801,
316,COM00305.00,2015,,,,,,191651000,,,det_1801,
317,COM00305.00,2016,,,,,,175009000,,,det_1801,
318,COM00305.00,2017,,,,,,149265000,,,det_1014,
319,COM00305.00,2018,,,,,,175177000,,,det_1014,
320,COM00305.00,2019,,,,,,153911000,,,det_1014,
321,COM00315.00,2002,,,O.Au,Me.Au,,840000,,,det_1044,
322,COM00315.00,2003,,,O.Au,Me.Au,,876000,,,det_1044,
323,COM00315.00,2004,,,O.Au,Me.Au,,896000,,,det_1043,
324,COM00315.00,2005,,,O.Au,Me.Au,,808000,,,det_1043,
325,COM00333.00,2015,,Waste rock,,,24555000,,,,det_2048,
326,COM00333.00,2016,,Waste rock,,,17333000,,,,det_2048,
327,COM00333.00,2017,,Waste rock,,,240000,,,,det_2048,
328,COM00333.00,2018,,Waste rock,,,267000,,,,det_2048,
329,COM00333.00,2019,,Waste rock,,,94000,,,,det_2048,
330,COM00338.00,2008,,,,,,18574252,,,det_2126,
331,COM00338.00,2009,,,,,,26540332,,,det_2126,
332,COM00338.00,2010,,,,,,27645151,,,det_2126,
333,COM00338.00,2011,,,,,,30930930,,,det_2126,
334,COM00351.00,2013,,,,,,749000,,,det_1807,
335,COM00351.00,2014,,,,,,666000,,,det_1807,
336,COM00351.00,2015,,,,,,179000,,,det_1807,
337,COM00366.00,2000,,Waste rock,,,35294600,,,April-March,det_2396,
338,COM00366.00,2001,,Waste rock,,,38588600,,,April-March,det_2396,
339,COM00366.00,2002,,Waste rock,,,40735800,,,April-March,det_2396,
340,COM00366.00,2003,,Waste rock,,,39088800,,,April-March,det_2396,
341,COM00366.00,2004,,Waste rock,,,43871200,,,April-March,det_2396,
342,COM00366.00,2005,,Waste rock,,,48434000,,,April-March,det_1664,
343,COM00366.00,2006,,Waste rock,,,54046000,,,April-March,det_1664,
344,COM00366.00,2007,,Waste rock,,,59511600,,,April-March,det_1664,
345,COM00366.00,2008,,Waste rock,,,48775599.99999999,,,April-March,det_1664,
346,COM00366.00,2009,,Waste rock,,,52545400,,,April-March,det_1664,
347,COM00366.00,2010,,Waste rock,,,60682800,,,April-March,det_1664,
348,COM00366.00,2011,,Waste rock,,,68625000,,,April-March,det_1664,
349,COM00366.00,2012,,Waste rock,,,73578200,,,April-March,det_1664,
350,COM00366.00,2013,,Waste rock,,,93269000,,,April-March,det_1664,
351,COM00366.00,2014,,Waste rock,,,104627200,,,April-March,det_1664,
352,COM00366.00,2015,,Waste rock,,,114737340,,,April-March,det_2388,
353,COM00366.00,2016,,Waste rock,,,145447180,,,April-March,det_2388,
354,COM00366.00,2017,,Waste rock,,,152057140,,,April-March,det_2387,
355,COM00366.00,2018,,Waste rock,,,145051900,,,April-March,det_2387,
356,COM00366.00,2019,,Waste rock,,,153788320,,,April-March,det_2386,
357,COM00366.00,2020,,Waste rock,,,171355100.00000003,,,April-March,det_2386,
358,COM00368.00,2012,,,,,,6553000,,July-June,det_2256,
359,COM00368.00,2013,,,,,,32709705,,July-June,det_2255,
360,COM00368.00,2014,,,,,,27109398,,July-June,det_2254,
361,COM00368.00,2015,,,,,,15243239,,July-June,det_2253,
362,COM00368.00,2016,,,,,,30422537,,July-June,det_2252,
363,COM00368.00,2017,,,,,,36732463,,July-June,det_2251,
364,COM00368.00,2018,,,,,,39915542,,July-June,det_2250,
365,COM00368.00,2019,,,,,,26559654,,July-June,det_2249,
366,COM00368.00,2020,,,,,,25158278,,July-June,det_2248,
367,COM00378.00,2002,,,,,,,,,det_2890,
368,COM00378.00,2003,,,,,,13123000,,,det_2086,
369,COM00378.00,2004,,,,,,,,,det_2085,
370,COM00378.00,2005,,,,,,8133000,,,det_2084,
371,COM00378.00,2006,,,,,,6696000,,,det_2083,
372,COM00378.00,2007,,,,,,8411000,,,det_2082,
373,COM00378.00,2008,,,,,,,,,det_2081,
374,COM00378.00,2009,,,,,,,,,det_2080,
375,COM00378.00,2010,,,,,,8670000,,,det_2079,
376,COM00378.00,2011,,,,,,7411000,,,det_2078,
377,COM00378.00,2012,,,,,,7871000,,,det_2077,
378,COM00378.00,2013,,,,,,8838000,,,det_2076,
379,COM00378.00,2014,,,,,,10953000,,,det_2075,
