id,facility_id,year,type,material,value_tonnes,overall_grade_ppm,amount_sold_tonnes,mine_processing,reporting_period,source_id,comment
42,COM00004.00,2013,Ore processed,O.Cu,391000,,,,,det_1733,
43,COM00007.00,2003,Ore mined,O.Au,1100000,,,,,det_1061,
44,COM00007.00,2003,Ore processed,O.Au,1100000,,,,,det_1061,
45,COM00007.00,2004,Ore mined,O.Au,1000000,,,,,det_1061,
46,COM00007.00,2004,Ore processed,O.Au,1000000,,,,,det_1061,
47,COM00007.00,2005,Ore mined,O.Au,1300000,,,,,det_1061,
48,COM00007.00,2005,Ore processed,O.Au,1300000,,,,,det_1061,
49,COM00007.00,2006,Ore mined,O.Au,1100000,,,,,det_1060,
50,COM00007.00,2006,Ore processed,O.Au,1100000,,,,,det_1060,
51,COM00007.00,2007,Ore mined,O.Au,1400000,,,,,det_1060,
52,COM00007.00,2007,Ore processed,O.Au,1400000,,,,,det_1060,
53,COM00007.00,2008,Ore mined,O.Au,1400000,,,,,det_1060,
54,COM00007.00,2008,Ore processed,O.Au,1400000,,,,,det_1060,
55,COM00007.00,2009,Ore mined,O.Au,1500000,,,,,det_1059,
56,COM00007.00,2009,Ore processed,O.Au,1500000,,,,,det_1059,
57,COM00007.00,2010,Ore mined,O.Au,1600000,,,,,det_1059,
58,COM00007.00,2010,Ore processed,O.Au,1600000,,,,,det_1059,
59,COM00007.00,2011,Ore mined,O.Au,1700000,,,,,det_1059,
60,COM00007.00,2011,Ore processed,O.Au,1700000,,,,,det_1059,
61,COM00007.00,2012,Ore mined,O.Au,2200000,,,,,det_1059,
62,COM00007.00,2012,Ore processed,O.Au,2200000,,,,,det_1059,
63,COM00007.00,2013,Ore mined,O.Au,2300000,,,,,det_1059,
64,COM00007.00,2013,Ore processed,O.Au,2300000,,,,,det_1059,
65,COM00007.00,2014,Ore mined,O.Au,2500000,,,,,det_1057,
66,COM00007.00,2014,Ore processed,O.Au,2500000,,,,,det_1057,
67,COM00007.00,2015,Ore mined,O.Au,2600000,,,,,det_1057,
68,COM00007.00,2015,Ore processed,O.Au,2600000,,,,,det_1057,
69,COM00007.00,2016,Ore mined,O.Au,2800000,,,,,det_1057,
70,COM00007.00,2016,Ore processed,O.Au,2800000,,,,,det_1057,
71,COM00007.00,2017,Ore mined,O.Au,3000000,,,,,det_1057,
72,COM00007.00,2017,Ore processed,O.Au,3000000,,,,,det_1057,
73,COM00007.00,2018,Ore mined,O.Au,3000000,,,,,det_1057,
74,COM00007.00,2018,Ore processed,O.Au,3000000,,,,,det_1057,
75,COM00008.00,2005,Ore mined,O.bulk,997224,,,,,det_1910,
76,COM00008.00,2005,Ore processed,O.bulk,997224,,,,,det_1910,
77,COM00008.00,2006,Ore mined,O.bulk,1550437,,,,,det_1207,
78,COM00008.00,2006,Ore processed,O.bulk,1486800,,,,,det_1207,
79,COM00008.00,2007,Ore mined,O.bulk,1707330,,,,,det_1207,
80,COM00008.00,2007,Ore processed,O.bulk,1668959,,,,,det_1207,
81,COM00008.00,2008,Ore mined,O.bulk,1794089,,,,,det_1907,
82,COM00008.00,2008,Ore processed,O.bulk,1825212,,,,,det_1907,
83,COM00008.00,2009,Ore mined,O.bulk,1441903,,,,,det_1907,
84,COM00008.00,2009,Ore processed,O.bulk,1912675,,,,,det_1907,
85,COM00008.00,2010,Ore mined,O.bulk,1349336,,,,,det_1906,
86,COM00008.00,2010,Ore processed,O.bulk,1435177,,,,,det_1906,
87,COM00008.00,2011,Ore mined,O.bulk,24289,,,,,det_1906,
88,COM00008.00,2011,Ore processed,O.bulk,0,,,,,det_1906,
89,COM00008.00,2012,Ore mined,O.bulk,755000,,,,,det_1206,
90,COM00008.00,2012,Ore processed,O.bulk,577000,,,,,det_1206,
91,COM00008.00,2013,Ore mined,O.bulk,1785000,,,,,det_1206,
92,COM00008.00,2013,Ore processed,O.bulk,1606000,,,,,det_1206,
93,COM00008.00,2014,Ore mined,O.bulk,1755000,,,,,det_1851,
94,COM00008.00,2014,Ore processed,O.bulk,1660000,,,,,det_1851,
95,COM00008.00,2015,Ore mined,O.bulk,616000,,,,,det_1851,
96,COM00008.00,2015,Ore processed,O.bulk,1292000,,,,,det_1851,
97,COM00009.00,2007,Ore mined,O.Au,8094946,,,,,det_1696,
98,COM00009.00,2007,Ore processed,O.Au,7339248,,,,,det_1696,
99,COM00009.00,2008,Ore mined,O.Au,11101406,,,,,det_1695,
100,COM00009.00,2008,Ore processed,O.Au,7495286,,,,,det_1695,
101,COM00009.00,2009,Ore mined,O.Au,10416470,,,,,det_1695,
102,COM00009.00,2009,Ore processed,O.Au,7561512,,,,,det_1695,
103,COM00009.00,2010,Ore mined,O.Au,11122272,,,,,det_1694,
104,COM00009.00,2010,Ore processed,O.Au,7595078,,,,,det_1694,
105,COM00009.00,2011,Ore mined,O.Au,14181350,,,,,det_1694,
106,COM00009.00,2011,Ore processed,O.Au,7814621,,,,,det_1694,
107,COM00009.00,2012,Ore mined,O.Au,12576514,,,,,det_1596,
108,COM00009.00,2012,Ore processed,O.Au,7605965,,,,,det_1596,
109,COM00009.00,2013,Ore mined,O.Au,16135459,,,,,det_1596,
110,COM00009.00,2013,Ore processed,O.Au,7774704,,,,,det_1596,
111,COM00009.00,2014,Ore mined,O.Au,11909722,,,,,det_1693,
112,COM00009.00,2014,Ore processed,O.Au,7004491,,,,,det_1693,
113,COM00009.00,2015,Ore mined,O.Au,6546355,,,,,det_1691,
114,COM00009.00,2015,Ore processed,O.Au,6637075,,,,,det_1691,
115,COM00009.00,2016,Ore mined,O.Au,5836925,,,,,det_1691,
116,COM00009.00,2016,Ore processed,O.Au,7269394,,,,,det_1691,
117,COM00009.00,2017,Ore mined,O.Au,6631632,,,,,det_1691,
118,COM00009.00,2017,Ore processed,O.Au,6904699,,,,,det_1691,
119,COM00009.00,2018,Ore mined,O.Au,7319290,,,,,det_1691,
120,COM00009.00,2018,Ore processed,O.Au,6367637,,,,,det_1691,
121,COM00009.00,2019,Ore mined,O.Au,7764725,,,,,det_1691,
122,COM00009.00,2019,Ore processed,O.Au,6620746,,,,,det_1691,
123,COM00013.00,2000,Concentrate,Con.Cu,240202,,,,,det_1704,
124,COM00013.00,2000,Ore mined,O.Cu,18219000,,,,,det_1704,
125,COM00013.00,2000,Ore processed,O.Cu,18219000,,,,,det_1704,
126,COM00013.00,2001,Concentrate,Con.Cu,222129,,,,,det_1704,
127,COM00013.00,2001,Ore mined,O.Cu,17718000,,,,,det_1704,
128,COM00013.00,2001,Ore processed,O.Cu,17718000,,,,,det_1704,
129,COM00013.00,2002,Concentrate,Con.Cu,202290,,,,,det_1704,
130,COM00013.00,2002,Ore mined,O.Cu,18601000,,,,,det_1704,
131,COM00013.00,2002,Ore processed,O.Cu,18601000,,,,,det_1704,
132,COM00013.00,2003,Concentrate,Con.Cu,210789,,,,,det_1704,
133,COM00013.00,2003,Ore mined,O.Cu,18022000,,,,,det_1704,
134,COM00013.00,2003,Ore processed,O.Cu,18022000,,,,,det_1704,
135,COM00013.00,2004,Concentrate,Con.Cu,230554,,,,,det_1704,
136,COM00013.00,2004,Ore mined,O.Cu,17663000,,,,,det_1704,
137,COM00013.00,2004,Ore processed,O.Cu,17663000,,,,,det_1704,
138,COM00013.00,2005,Concentrate,Con.Cu,237179,,,,,det_1705,
139,COM00013.00,2005,Ore mined,O.Cu,16674000,,,,,det_1705,
140,COM00013.00,2005,Ore processed,O.Cu,16674000,,,,,det_1705,
141,COM00013.00,2006,Concentrate,Con.Cu,240054,,,,,det_1705,
142,COM00013.00,2006,Ore mined,O.Cu,18481000,,,,,det_1705,
143,COM00013.00,2006,Ore processed,O.Cu,18481000,,,,,det_1705,
144,COM00013.00,2007,Concentrate,Con.Cu,185302,,,,,det_1705,
145,COM00013.00,2007,Ore mined,O.Cu,18178000,,,,,det_1705,
146,COM00013.00,2007,Ore processed,O.Cu,18178000,,,,,det_1705,
147,COM00013.00,2008,Concentrate,Con.Cu,173624,,,,,det_1705,
148,COM00013.00,2008,Ore mined,O.Cu,17813000,,,,,det_1705,
149,COM00013.00,2008,Ore processed,O.Cu,17813000,,,,,det_1705,
150,COM00013.00,2009,Concentrate,Con.Cu,171000,,,,,det_1124,
151,COM00013.00,2009,Ore mined,O.Cu,18791000,,,,,det_1124,
152,COM00013.00,2009,Ore processed,O.Cu,18791000,,,,,det_1124,
153,COM00013.00,2010,Concentrate,Con.Cu,263000,,,,,det_1124,
154,COM00013.00,2010,Ore mined,O.Cu,27596000,,,,,det_1124,
155,COM00013.00,2010,Ore processed,O.Cu,27596000,,,,,det_1124,
156,COM00013.00,2011,Concentrate,Con.Cu,267000,,,,,det_1124,
157,COM00013.00,2011,Ore mined,O.Cu,31541000,,,,,det_1124,
158,COM00013.00,2011,Ore processed,O.Cu,31541000,,,,,det_1124,
159,COM00013.00,2012,Concentrate,Con.Cu,270000,,,,,det_1124,
160,COM00013.00,2012,Ore mined,O.Cu,34321000,,,,,det_1124,
161,COM00013.00,2012,Ore processed,O.Cu,34321000,,,,,det_1124,
162,COM00013.00,2013,Concentrate,Con.Cu,292000,,,,,det_1124,
163,COM00013.00,2013,Ore mined,O.Cu,37070000,,,,,det_1124,
164,COM00013.00,2013,Ore processed,O.Cu,37070000,,,,,det_1124,
165,COM00013.00,2014,Concentrate,Con.Cu,277000,,,,,det_1124,
166,COM00013.00,2014,Ore mined,O.Cu,39090000,,,,,det_1124,
167,COM00013.00,2014,Ore processed,O.Cu,39090000,,,,,det_1124,
168,COM00013.00,2015,Concentrate,Con.Cu,307000,,,,,det_1124,
169,COM00013.00,2015,Ore mined,O.Cu,36361000,,,,,det_1124,
170,COM00013.00,2015,Ore processed,O.Cu,36361000,,,,,det_1124,
171,COM00013.00,2016,Concentrate,Con.Cu,320000,,,,,det_1124,
172,COM00013.00,2016,Ore mined,O.Cu,36051000,,,,,det_1124,
173,COM00013.00,2016,Ore processed,O.Cu,36051000,,,,,det_1124,
174,COM00013.00,2017,Concentrate,Con.Cu,394000,,,,,det_1124,
175,COM00013.00,2017,Ore mined,O.Cu,39045000,,,,,det_1124,
176,COM00013.00,2017,Ore processed,O.Cu,39045000,,,,,det_1124,
177,COM00013.00,2018,Concentrate,Con.Cu,404000,,,,,det_1124,
178,COM00013.00,2018,Ore mined,O.Cu,38472000,,,,,det_1124,
179,COM00013.00,2018,Ore processed,O.Cu,38472000,,,,,det_1124,
180,COM00014.00,2007,Ore mined,O.Cu,40000,,,,,det_1736,
181,COM00014.00,2007,Ore processed,O.Cu,40000,,,,,det_1736,
182,COM00014.00,2008,Ore mined,O.Cu,2363000,,,,,det_1736,
183,COM00014.00,2008,Ore processed,O.Cu,2363000,,,,,det_1736,
184,COM00014.00,2011,Ore mined,O.Cu,501000,,,,,det_1734,
185,COM00014.00,2011,Ore processed,O.Cu,501000,,,,,det_1734,
186,COM00014.00,2012,Ore mined,O.Cu,1886000,,,,,det_1734,
187,COM00014.00,2012,Ore processed,O.Cu,1886000,,,,,det_1734,
188,COM00014.00,2013,Ore mined,O.Cu,2163000,,,,,det_1733,
189,COM00014.00,2013,Ore processed,O.Cu,2163000,,,,,det_1733,
190,COM00014.00,2014,Ore mined,O.Cu,1786000,,,,,det_1733,
191,COM00014.00,2014,Ore processed,O.Cu,1786000,,,,,det_1733,
192,COM00015.00,2015,Ore mined,O.oxi,3003000,,,,,det_1122,
193,COM00015.00,2015,Ore processed,O.oxi,3003000,,,,,det_1122,
194,COM00015.00,2016,Ore mined,O.oxi,15989000,,,,,det_1122,
195,COM00015.00,2016,Ore mined,O.sul,97000,,,,,det_1122,
196,COM00015.00,2016,Ore processed,O.oxi,15989000,,,Heap leaching,,det_1122,
197,COM00015.00,2017,Concentrate,Con.Cu,298600,,,,,det_1737,
198,COM00015.00,2017,Ore mined,O.oxi,13040000,,,,,det_1737,
199,COM00015.00,2017,Ore mined,O.sul,13208000,,,,,det_1737,
200,COM00015.00,2017,Ore processed,O.oxi,13040000,,,Heap leaching,,det_1737,
201,COM00015.00,2017,Ore processed,O.sul,12941000,,,,,det_1737,
202,COM00015.00,2018,Concentrate,Con.Cu,505100,,,,,det_1737,
203,COM00015.00,2018,Ore mined,O.oxi,16104000,,,,,det_1737,
204,COM00015.00,2018,Ore mined,O.sul,25807000,,,,,det_1737,
205,COM00015.00,2018,Ore processed,O.oxi,16104000,,,Heap leaching,,det_1737,
206,COM00015.00,2018,Ore processed,O.sul,20766000,,,,,det_1737,
207,COM00016.00,2013,Ore mined,O.Au,1732752,,,,,det_1596,
208,COM00016.00,2013,Ore processed,O.Au,1613002,,,,,det_1596,
209,COM00016.00,2014,Ore mined,O.Au,11387174,,,,,det_1693,
210,COM00016.00,2014,Ore processed,O.Au,7731158,,,,,det_1693,
211,COM00016.00,2015,Ore mined,O.Au,9366840,,,,,det_1691,
212,COM00016.00,2015,Ore processed,O.Au,7249435,,,,,det_1691,
213,COM00016.00,2016,Ore mined,O.Au,8980373,,,,,det_1691,
214,COM00016.00,2016,Ore processed,O.Au,8415187,,,,,det_1691,
215,COM00016.00,2017,Ore mined,O.Au,8217418,,,,,det_1691,
216,COM00016.00,2017,Ore processed,O.Au,8412466,,,,,det_1691,
217,COM00016.00,2018,Ore mined,O.Au,10622405,,,,,det_1691,
218,COM00016.00,2018,Ore processed,O.Au,7771075,,,,,det_1691,
219,COM00016.00,2019,Ore mined,O.Au,11652984,,,,,det_1691,
220,COM00016.00,2019,Ore processed,O.Au,7856352,,,,,det_1691,
221,COM00017.00,2014,Ore mined,O.Al,796813,,,,,det_1994,
222,COM00017.00,2014,Ore processed,O.Al,796813,,,,,det_1994,
223,COM00017.00,2015,Ore mined,O.Al,2390438,,,,,det_1271,
224,COM00017.00,2015,Ore processed,O.Al,2390438,,,,,det_1271,
225,COM00017.00,2016,Ore mined,O.Al,3585657,,,,,det_1993,
226,COM00017.00,2016,Ore processed,O.Al,3585657,,,,,det_1993,
227,COM00017.00,2017,Ore mined,O.Al,3585657,,,,,det_1992,
228,COM00017.00,2017,Ore processed,O.Al,3585657,,,,,det_1992,
229,COM00017.00,2018,Ore mined,O.Al,4382470,,,,,det_1991,
230,COM00017.00,2018,Ore processed,O.Al,4382470,,,,,det_1991,
231,COM00017.00,2019,Ore mined,O.Al,4780876,,,,,det_1270,
232,COM00017.00,2019,Ore processed,O.Al,4780876,,,,,det_1270,
233,COM00018.00,2007,Ore mined,O.bulk,1139899,,,,,det_2120,
234,COM00018.00,2007,Ore processed,O.bulk,1139899,,,,,det_2120,
235,COM00018.00,2008,Ore mined,O.bulk,1478423,,,,,det_1384,
236,COM00018.00,2008,Ore processed,O.bulk,1478423,,,,,det_1384,
237,COM00018.00,2009,Ore mined,O.bulk,1671257,,,,,det_2119,
238,COM00018.00,2009,Ore processed,O.bulk,1671257,,,,,det_2119,
239,COM00018.00,2010,Ore mined,O.bulk,1675952,,,,,det_2118,
240,COM00018.00,2010,Ore processed,O.bulk,1675952,,,,,det_2118,
241,COM00018.00,2011,Ore mined,O.bulk,1848000,,,,,det_2117,
242,COM00018.00,2011,Ore processed,O.bulk,1848000,,,,,det_2117,
243,COM00018.00,2012,Ore mined,O.bulk,1698000,,,,,det_2116,
244,COM00018.00,2012,Ore processed,O.bulk,1698000,,,,,det_2116,
245,COM00018.00,2013,Ore mined,O.bulk,1790000,,,,,det_2115,
246,COM00018.00,2013,Ore processed,O.bulk,1790000,,,,,det_2115,
247,COM00018.00,2014,Ore mined,O.bulk,1763000,,,,,det_2114,
248,COM00018.00,2014,Ore processed,O.bulk,1763000,,,,,det_2114,
249,COM00018.00,2015,Ore mined,O.bulk,1799000,,,,,det_2113,
250,COM00018.00,2015,Ore processed,O.bulk,1799000,,,,,det_2113,
251,COM00018.00,2016,Ore mined,O.bulk,1833000,,,,,det_1383,
252,COM00018.00,2016,Ore processed,O.bulk,1833000,,,,,det_1383,
253,COM00018.00,2017,Ore mined,O.bulk,452000,,,,,det_2112,
254,COM00018.00,2017,Ore processed,O.bulk,452000,,,,,det_2112,
255,COM00021.00,2007,Ore mined,O.bulk,161387,,,,,det_1207,
256,COM00021.00,2007,Ore processed,O.bulk,11399,,,,,det_1207,
257,COM00024.00,2014,Ore mined,O.bulk,603000,,,,,det_1636,
258,COM00024.00,2014,Ore processed,O.bulk,603000,,,,,det_1636,
259,COM00024.00,2015,Ore mined,O.bulk,879000,,,,,det_2089,
260,COM00024.00,2015,Ore processed,O.bulk,879000,,,,,det_2089,
261,COM00024.00,2016,Ore mined,O.bulk,910000,,,,,det_2089,
262,COM00024.00,2016,Ore processed,O.bulk,910000,,,,,det_2089,
263,COM00024.00,2017,Ore mined,O.bulk,958000,,,,,det_2091,
264,COM00024.00,2017,Ore processed,O.bulk,958000,,,,,det_2091,
265,COM00024.00,2018,Ore mined,O.bulk,438000,,,,,det_1374,
266,COM00024.00,2018,Ore processed,O.bulk,948000,,,,,det_1374,
267,COM00025.00,2008,Ore mined,O.Al,4923077,,,,,det_1291,
268,COM00025.00,2008,Ore processed,O.Al,4923077,,,,,det_1291,
269,COM00025.00,2009,Ore mined,O.Al,461538,,,,,det_1291,
270,COM00025.00,2009,Ore processed,O.Al,461538,,,,,det_1291,
271,COM00025.00,2010,Ore mined,O.Al,0,,,,,det_2008,
272,COM00025.00,2010,Ore processed,O.Al,0,,,,,det_2008,
273,COM00025.00,2011,Ore mined,O.Al,0,,,,,det_2008,
274,COM00025.00,2011,Ore processed,O.Al,0,,,,,det_2008,
275,COM00025.00,2012,Ore mined,O.Al,0,,,,,det_1303,
276,COM00025.00,2012,Ore processed,O.Al,0,,,,,det_1303,
277,COM00025.00,2013,Ore mined,O.Al,0,,,,,det_1303,
278,COM00025.00,2013,Ore processed,O.Al,0,,,,,det_1303,
279,COM00025.00,2014,Ore mined,O.Al,0,,,,,det_2007,
280,COM00025.00,2014,Ore processed,O.Al,0,,,,,det_2007,
281,COM00025.00,2015,Ore mined,O.Al,82000,,,,,det_2007,
282,COM00025.00,2015,Ore processed,O.Al,82000,,,,,det_2007,
283,COM00031.00,2005,Ore mined,O.bulk,33372000,,,,,det_1158,
284,COM00031.00,2005,Ore processed,O.bulk,36608000,,,,,det_1158,
285,COM00031.00,2006,Ore mined,O.bulk,31001333,,,,,det_1158,
286,COM00031.00,2006,Ore processed,O.bulk,36349600,,,,,det_1158,
287,COM00031.00,2007,Ore mined,O.bulk,25617067,,,,,det_1157,
288,COM00031.00,2007,Ore processed,O.bulk,38606933,,,,,det_1157,
289,COM00031.00,2008,Ore mined,O.bulk,28070667,,,,,det_1157,
290,COM00031.00,2008,Ore processed,O.bulk,37502133,,,,,det_1157,
291,COM00031.00,2009,Ore mined,O.bulk,29304000,,,,,det_1814,
292,COM00031.00,2009,Ore processed,O.bulk,37534133,,,,,det_1814,
293,COM00031.00,2010,Ore mined,O.bulk,25022933,,,,,det_1814,
294,COM00031.00,2010,Ore processed,O.bulk,37427733,,,,,det_1814,
295,COM00031.00,2011,Ore mined,O.bulk,22227467,,,,,det_1813,
296,COM00031.00,2011,Ore processed,O.bulk,38201067,,,,,det_1813,
297,COM00031.00,2012,Ore mined,O.bulk,31390667,,,,,det_1813,
298,COM00031.00,2012,Ore processed,O.bulk,39698933,,,,,det_1813,
299,COM00031.00,2013,Ore mined,O.bulk,25450933,,,,,det_1155,
300,COM00031.00,2013,Ore processed,O.bulk,37370667,,,,,det_1155,
301,COM00031.00,2014,Ore mined,O.bulk,16930133,,,,,det_1155,
302,COM00031.00,2014,Ore processed,O.bulk,35485333,,,,,det_1155,
303,COM00031.00,2015,Ore mined,O.bulk,37938667,,,,,det_1702,
304,COM00031.00,2015,Ore processed,O.bulk,33069333,,,,,det_1702,
305,COM00031.00,2016,Ore mined,O.bulk,33512000,,,,,det_1702,
306,COM00031.00,2016,Ore processed,O.bulk,34664000,,,,,det_1702,
307,COM00034.00,2008,Ore mined,O.Fe,712000,,,,,det_1113,
308,COM00034.00,2008,Ore processed,O.Fe,712000,,,,,det_1113,
309,COM00042.00,2008,Ore mined,O.Au,35438,,,,July-June,det_2288,
310,COM00042.00,2008,Ore processed,O.Au,35438,,,,July-June,det_2288,
311,COM00042.00,2009,Ore mined,O.Au,213762,,,,July-June,det_2287,
312,COM00042.00,2009,Ore processed,O.Au,213762,,,,July-June,det_2287,
313,COM00042.00,2010,Ore mined,O.Au,232718,,,,July-June,det_1466,
314,COM00042.00,2010,Ore processed,O.Au,232718,,,,July-June,det_1466,
315,COM00042.00,2011,Ore mined,O.Au,236545,,,,July-June,det_2286,
316,COM00042.00,2011,Ore processed,O.Au,236545,,,,July-June,det_2286,
317,COM00042.00,2012,Ore mined,O.Au,256119,,,,July-June,det_2285,
318,COM00042.00,2012,Ore processed,O.Au,256119,,,,July-June,det_2285,
319,COM00042.00,2013,Ore mined,O.Au,246346,,,,July-June,det_2284,
320,COM00042.00,2013,Ore processed,O.Au,246346,,,,July-June,det_2284,
321,COM00042.00,2014,Ore mined,O.Au,226425,,,,July-June,det_2283,
322,COM00042.00,2014,Ore processed,O.Au,226425,,,,July-June,det_2283,
323,COM00042.00,2015,Ore mined,O.Au,199751,,,,July-June,det_2282,
324,COM00042.00,2015,Ore processed,O.Au,199751,,,,July-June,det_2282,
325,COM00042.00,2016,Ore mined,O.Au,176466,,,,July-June,det_2281,
326,COM00042.00,2016,Ore processed,O.Au,176466,,,,July-June,det_2281,
327,COM00043.00,2005,Ore mined,O.Fe,900000,,,,,det_1166,
328,COM00043.00,2005,Ore processed,O.Fe,900000,,,,,det_1166,
329,COM00043.00,2006,Ore mined,O.Fe,1400000,,,,,det_1166,
330,COM00043.00,2006,Ore processed,O.Fe,1400000,,,,,det_1166,
331,COM00043.00,2007,Ore mined,O.Fe,1300000,,,,,det_1166,
332,COM00043.00,2007,Ore processed,O.Fe,1300000,,,,,det_1166,
333,COM00043.00,2008,Ore mined,O.Fe,1400000,,,,,det_1161,
334,COM00043.00,2008,Ore processed,O.Fe,1400000,,,,,det_1161,
335,COM00043.00,2009,Ore mined,O.Fe,800000,,,,,det_1161,"The data given in the report for this year reflect the Company’s 100% ownership up to 15.11.2009 and 0% ownership thereafter. Therefore, real production data are estimated by using available data and adjusting it to a full year by multiplying given data with (12/10.5)."
336,COM00043.00,2009,Ore processed,O.Fe,800000,,,,,det_1161,"The data given in the report for this year reflect the Company’s 100% ownership up to 15.11.2009 and 0% ownership thereafter. Therefore, real production data are estimated by using available data and adjusting it to a full year by multiplying given data with (12/10.5)."
337,COM00043.00,2010,Ore mined,O.Fe,3200000,,,,,det_1823,
338,COM00043.00,2010,Ore processed,O.Fe,3200000,,,,,det_1823,
339,COM00043.00,2011,Concentrate,Oth.sif,1700000,,,,,det_1923,
340,COM00043.00,2012,Concentrate,Oth.sif,2340000,,,,,det_1922,
341,COM00043.00,2013,Concentrate,Oth.sif,2500000,,,,,det_1220,
342,COM00043.00,2014,Concentrate,Oth.sif,2600000,,,,,det_1221,
343,COM00043.00,2015,Concentrate,Oth.sif,1500000,,,,,det_1921,
344,COM00043.00,2016,Concentrate,Oth.sif,1500000,,,,,det_1920,
345,COM00043.00,2017,Concentrate,Oth.sif,1600000,,,,,det_1919,
346,COM00043.00,2018,Concentrate,Oth.sif,1500000,,,,,det_1918,
347,COM00043.00,2019,Concentrate,Oth.sif,1500000,,,,,det_1218,
348,COM00048.00,2001,Ore mined,O.bulk,12900000,,,,,det_1810,
349,COM00048.00,2001,Ore processed,O.bulk,12900000,,,,,det_1810,
350,COM00048.00,2002,Ore mined,O.bulk,26748000,,,,,det_1809,
351,COM00048.00,2002,Ore processed,O.bulk,26748000,,,,,det_1809,
352,COM00048.00,2003,Ore mined,O.bulk,26412000,,,,,det_1809,
353,COM00048.00,2003,Ore processed,O.bulk,26412000,,,,,det_1809,
354,COM00048.00,2004,Ore mined,O.bulk,31255000,,,,,det_1809,
355,COM00048.00,2004,Ore processed,O.bulk,31255000,,,,,det_1809,
356,COM00048.00,2005,Ore mined,O.bulk,30344000,,,,,det_1808,
357,COM00048.00,2005,Ore processed,O.bulk,30344000,,,,,det_1808,
358,COM00048.00,2006,Ore mined,O.bulk,30256000,,,,,det_1808,
359,COM00048.00,2006,Ore processed,O.bulk,30256000,,,,,det_1808,
360,COM00048.00,2007,Ore mined,O.bulk,31174000,,,,,det_1808,
361,COM00048.00,2007,Ore processed,O.bulk,31174000,,,,,det_1808,
362,COM00048.00,2010,Ore mined,O.bulk,36507000,,,,,det_1807,
363,COM00048.00,2010,Ore processed,O.bulk,36507000,,,,,det_1807,
