id,facility_id,year,type,material,value_tonnes,amount_sold_tonnes,reporting_period,source_id,comment
85,COM00037.00,2005,Clean coal,F.coal,544320,,,det_1423,
86,COM00037.00,2005,Coal mined,F.coal,544320,,,det_1423,
87,COM00037.00,2006,Clean coal,F.coal,453600,,,det_1422,
88,COM00037.00,2006,Coal mined,F.coal,453600,,,det_1422,
89,COM00037.00,2007,Clean coal,F.coal,544320,,,det_1422,
90,COM00037.00,2007,Coal mined,F.coal,544320,,,det_1422,
91,COM00037.00,2008,Clean coal,F.coal,362880,,,det_1422,
92,COM00037.00,2008,Coal mined,F.coal,362880,,,det_1422,
93,COM00037.00,2012,Clean coal,F.coal,90720,,,det_1418,
94,COM00037.00,2012,Coal mined,F.coal,90720,,,det_1418,
95,COM00038.00,2011,Clean coal,F.stc,3164000,,,det_1676,
96,COM00038.00,2011,Coal mined,F.stc,3164000,,,det_1676,
97,COM00038.00,2012,Clean coal,F.stc,3171000,,,det_1564,
98,COM00038.00,2012,Coal mined,F.stc,3171000,,,det_1564,
99,COM00038.00,2013,Clean coal,F.stc,3033000,,,det_1563,
100,COM00038.00,2013,Coal mined,F.stc,3033000,,,det_1563,
101,COM00038.00,2014,Clean coal,F.stc,3164000,,,det_2562,
102,COM00038.00,2014,Coal mined,F.stc,3164000,,,det_2562,
103,COM00038.00,2015,Clean coal,F.stc,3293000,,,det_1570,
104,COM00038.00,2015,Coal mined,F.stc,3293000,,,det_1570,
105,COM00039.00,2008,Clean coal,F.coal,3538080,,,det_1422,
106,COM00039.00,2008,Coal mined,F.coal,3538080,,,det_1422,
107,COM00039.00,2009,Clean coal,F.coal,2721600,,,det_2175,
108,COM00039.00,2009,Coal mined,F.coal,2721600,,,det_2175,
109,COM00039.00,2010,Clean coal,F.coal,1723680,,,det_2175,
110,COM00039.00,2010,Coal mined,F.coal,1723680,,,det_2175,
111,COM00039.00,2011,Clean coal,F.coal,1905120,,,det_2175,
112,COM00039.00,2011,Coal mined,F.coal,1905120,,,det_2175,
113,COM00039.00,2012,Clean coal,F.coal,997920,,,det_1418,
114,COM00039.00,2012,Coal mined,F.coal,997920,,,det_1418,
115,COM00040.00,2008,Clean coal,F.coal,362880,,,det_1422,
116,COM00040.00,2008,Coal mined,F.coal,362880,,,det_1422,
117,COM00040.00,2011,Clean coal,F.coc,90720,,,det_2175,
118,COM00040.00,2011,Coal mined,F.coc,90720,,,det_2175,
119,COM00045.00,2018,Clean coal,F.stc,1680700,,,det_1103,
120,COM00045.00,2018,Coal mined,F.stc,1680700,,,det_1103,
121,COM00045.00,2019,Clean coal,F.stc,4001700,,,det_1115,Other includes Isibonelo and Rietvlei
122,COM00045.00,2019,Coal mined,F.stc,4001700,,,det_1115,Other includes Isibonelo and Rietvlei
123,COM00045.00,2020,Clean coal,F.stc,6707100,,,det_1115,Other includes Isibonelo and Rietvlei
124,COM00045.00,2020,Coal mined,F.stc,6707100,,,det_1115,Other includes Isibonelo and Rietvlei
125,COM00047.00,2013,Clean coal,F.coal,2000000,,,det_2652,
126,COM00047.00,2013,Coal mined,F.coal,2000000,,,det_2652,
127,COM00052.00,2001,Clean coal,F.stc,22344000,,,det_1072,
128,COM00052.00,2001,Coal mined,F.stc,22344000,,,det_1072,
129,COM00052.00,2002,Clean coal,F.stc,24319000,,,det_1072,
130,COM00052.00,2002,Coal mined,F.stc,24319000,,,det_1072,
131,COM00052.00,2003,Clean coal,F.stc,26806000,,,det_1072,
132,COM00052.00,2003,Coal mined,F.stc,26806000,,,det_1072,
133,COM00052.00,2004,Clean coal,F.stc,26928000,,,det_1074,
134,COM00052.00,2004,Coal mined,F.stc,26928000,,,det_1074,
135,COM00052.00,2005,Clean coal,F.stc,27174000,,,det_1074,
136,COM00052.00,2005,Coal mined,F.stc,27174000,,,det_1074,
137,COM00052.00,2006,Clean coal,F.stc,30749000,,,det_1074,
138,COM00052.00,2006,Coal mined,F.stc,30749000,,,det_1074,
139,COM00052.00,2007,Clean coal,F.stc,31267000,,,det_1068,
140,COM00052.00,2007,Coal mined,F.stc,31267000,,,det_1068,
141,COM00052.00,2008,Clean coal,F.stc,32474000,,,det_1068,
142,COM00052.00,2008,Coal mined,F.stc,32474000,,,det_1068,
143,COM00052.00,2009,Clean coal,F.stc,30865000,,,det_1068,
144,COM00052.00,2009,Coal mined,F.stc,30865000,,,det_1068,
145,COM00052.00,2010,Clean coal,F.stc,32568480,32568480,,det_1794,
146,COM00052.00,2010,Coal mined,F.stc,32568480,32568480,,det_1794,
147,COM00052.00,2011,Clean coal,F.stc,33657120,33657120,,det_1794,
148,COM00052.00,2011,Coal mined,F.stc,33657120,33657120,,det_1794,
149,COM00052.00,2012,Clean coal,F.stc,31116960,31116960,,det_1794,
150,COM00052.00,2012,Coal mined,F.stc,31116960,31116960,,det_1794,
151,COM00052.00,2013,Clean coal,F.stc,28486080,28486080,,det_1793,
152,COM00052.00,2013,Coal mined,F.stc,28486080,28486080,,det_1793,
153,COM00052.00,2014,Clean coal,F.stc,30481920,30481920,,det_1793,
154,COM00052.00,2014,Coal mined,F.stc,30481920,30481920,,det_1793,
155,COM00052.00,2015,Clean coal,F.stc,31933440,31933440,,det_1793,
156,COM00052.00,2015,Coal mined,F.stc,31933440,31933440,,det_1793,
157,COM00052.00,2016,Clean coal,F.stc,27034560,27034560,,det_1077,
158,COM00052.00,2016,Coal mined,F.stc,27034560,27034560,,det_1077,
159,COM00052.00,2017,Clean coal,F.stc,25764480,25764480,,det_1077,
160,COM00052.00,2017,Coal mined,F.stc,25764480,25764480,,det_1077,
161,COM00052.00,2018,Clean coal,F.stc,21047040,21047040,,det_1077,
162,COM00052.00,2018,Coal mined,F.stc,21047040,21047040,,det_1077,
163,COM00053.00,2007,Clean coal,F.coc,1532000,,,det_1964,
164,COM00053.00,2007,Coal mined,F.coc,1532000,,,det_1964,
165,COM00053.00,2008,Clean coal,F.coc,1454000,,,det_1963,
166,COM00053.00,2008,Coal mined,F.coc,1454000,,,det_1963,
167,COM00053.00,2009,Clean coal,F.coc,1024100,,,det_1976,
168,COM00053.00,2009,Coal mined,F.coc,1024100,,,det_1976,
169,COM00053.00,2010,Clean coal,F.coc,776000,,,det_2543,
170,COM00053.00,2010,Coal mined,F.coc,776000,,,det_2543,
171,COM00053.00,2011,Clean coal,F.coc,726000,,,det_1676,
172,COM00053.00,2011,Coal mined,F.coc,726000,,,det_1676,
173,COM00053.00,2012,Clean coal,F.coc,525000,,,det_1564,
174,COM00053.00,2012,Coal mined,F.coc,525000,,,det_1564,
175,COM00053.00,2013,Clean coal,F.coc,656000,,,det_1563,
176,COM00053.00,2013,Coal mined,F.coc,656000,,,det_1563,
177,COM00053.00,2014,Clean coal,F.coc,761000,,,det_2562,
178,COM00053.00,2014,Coal mined,F.coc,761000,,,det_2562,
179,COM00053.00,2015,Clean coal,F.coc,750000,,,det_1570,
180,COM00053.00,2015,Coal mined,F.coc,750000,,,det_1570,
181,COM00053.00,2016,Clean coal,F.coc,852000,,,det_2560,
182,COM00053.00,2016,Coal mined,F.coc,852000,,,det_2560,
183,COM00053.00,2017,Clean coal,F.coc,681000,,,det_2559,
184,COM00053.00,2017,Coal mined,F.coc,681000,,,det_2559,
185,COM00053.00,2018,Clean coal,F.coc,890000,,,det_2558,
186,COM00053.00,2018,Coal mined,F.coc,890000,,,det_2558,
187,COM00053.00,2019,Clean coal,F.coc,765000,,,det_1562,
188,COM00053.00,2019,Coal mined,F.coc,765000,,,det_1562,
189,COM00055.00,2011,Clean coal,F.stc,2300000,,,det_1490,
190,COM00055.00,2011,Coal mined,F.stc,2300000,,,det_1490,
191,COM00055.00,2012,Clean coal,F.stc,2300000,,,det_1490,
192,COM00055.00,2012,Coal mined,F.stc,2300000,,,det_1490,
193,COM00055.00,2013,Clean coal,F.stc,2200000,,,det_1490,
194,COM00055.00,2013,Coal mined,F.stc,2200000,,,det_1490,
195,COM00055.00,2014,Clean coal,F.stc,1800000,,,det_1490,
196,COM00055.00,2014,Coal mined,F.stc,1800000,,,det_1490,
197,COM00055.00,2015,Clean coal,F.stc,1600000,,,det_1490,
198,COM00055.00,2015,Coal mined,F.stc,1600000,,,det_1490,
199,COM00055.00,2016,Clean coal,F.coc,3233000,,,det_2586,
200,COM00055.00,2016,Coal mined,F.coc,4830000,,,det_2586,
201,COM00055.00,2017,Clean coal,F.coc,12118000,,,det_2585,
202,COM00055.00,2017,Coal mined,F.coc,12137000,,,det_2585,
203,COM00055.00,2018,Clean coal,F.coc,14851000,,,det_2585,
204,COM00055.00,2018,Coal mined,F.coc,14874000,,,det_2585,
205,COM00055.00,2019,Clean coal,F.coc,13784000,,,det_1489,
206,COM00055.00,2019,Coal mined,F.coc,13784000,,,det_1489,
207,COM00055.00,2020,Clean coal,F.coc,15821000,,,det_1489,
208,COM00055.00,2020,Coal mined,F.coc,15821000,,,det_1489,
209,COM00065.00,2000,Clean coal,F.coal,3265920,3265920,,det_2153,
210,COM00065.00,2000,Coal mined,F.coal,3265920,3265920,,det_2153,
211,COM00065.00,2001,Clean coal,F.coal,3265920,3265920,,det_2152,
212,COM00065.00,2001,Coal mined,F.coal,3265920,3265920,,det_2152,
213,COM00065.00,2002,Clean coal,F.coal,3265920,3265920,,det_1410,
214,COM00065.00,2002,Coal mined,F.coal,3265920,3265920,,det_1410,
215,COM00065.00,2003,Clean coal,F.coal,2540160,2540160,,det_1410,
216,COM00065.00,2003,Coal mined,F.coal,2540160,2540160,,det_1410,
217,COM00065.00,2004,Clean coal,F.coal,2812320,2812320,,det_1410,
218,COM00065.00,2004,Coal mined,F.coal,2812320,2812320,,det_1410,
219,COM00065.00,2005,Clean coal,F.coal,2721600,2721600,,det_2161,
220,COM00065.00,2005,Coal mined,F.coal,2721600,2721600,,det_2161,
221,COM00066.00,2000,Clean coal,F.coal,725760,725760,,det_2153,
222,COM00066.00,2000,Coal mined,F.coal,725760,725760,,det_2153,
223,COM00066.00,2001,Clean coal,F.coal,635040,635040,,det_2152,
224,COM00066.00,2001,Coal mined,F.coal,635040,635040,,det_2152,
225,COM00066.00,2002,Clean coal,F.coal,544320,544320,,det_1410,
226,COM00066.00,2002,Coal mined,F.coal,544320,544320,,det_1410,
227,COM00066.00,2003,Clean coal,F.coal,453600,453600,,det_1410,
228,COM00066.00,2003,Coal mined,F.coal,453600,453600,,det_1410,
229,COM00066.00,2004,Clean coal,F.coal,181440,181440,,det_1410,
230,COM00066.00,2004,Coal mined,F.coal,181440,181440,,det_1410,
231,COM00066.00,2005,Clean coal,F.coal,0,0,,det_2151,
232,COM00066.00,2005,Coal mined,F.coal,0,0,,det_2151,
233,COM00066.00,2006,Clean coal,F.coal,0,0,,det_2151,
234,COM00066.00,2006,Coal mined,F.coal,0,0,,det_2151,
235,COM00066.00,2007,Clean coal,F.coal,0,0,,det_2151,
236,COM00066.00,2007,Coal mined,F.coal,0,0,,det_2151,
237,COM00066.00,2008,Clean coal,F.coal,181440,181440,,det_1409,
238,COM00066.00,2008,Coal mined,F.coal,181440,181440,,det_1409,
239,COM00066.00,2009,Clean coal,F.coal,90720,90720,,det_1409,
240,COM00066.00,2009,Coal mined,F.coal,90720,90720,,det_1409,
241,COM00066.00,2010,Clean coal,F.coal,90720,90720,,det_1409,
242,COM00066.00,2010,Coal mined,F.coal,90720,90720,,det_1409,
243,COM00066.00,2011,Clean coal,F.coal,90720,90720,,det_2158,
244,COM00066.00,2011,Coal mined,F.coal,90720,90720,,det_2158,
245,COM00068.00,2006,Clean coal,F.stc,3985000,3985000,,det_1687,
246,COM00068.00,2006,Coal mined,F.stc,3985000,3985000,,det_1687,
247,COM00068.00,2007,Clean coal,F.stc,3702000,3702000,,det_1686,
248,COM00068.00,2007,Coal mined,F.stc,3702000,3702000,,det_1686,
249,COM00068.00,2008,Clean coal,F.stc,4865000,4865000,,det_1686,
250,COM00068.00,2008,Coal mined,F.stc,4865000,4865000,,det_1686,
251,COM00068.00,2009,Clean coal,F.stc,4173000,5213000,,det_1109,
252,COM00068.00,2009,Coal mined,F.stc,4173000,5213000,,det_1109,
253,COM00068.00,2010,Clean coal,F.stc,4173000,2291000,,det_1109,
254,COM00068.00,2010,Coal mined,F.stc,4173000,2291000,,det_1109,
255,COM00068.00,2011,Clean coal,F.stc,2291000,2291000,,det_1109,
256,COM00068.00,2011,Coal mined,F.stc,2291000,2291000,,det_1109,
257,COM00068.00,2012,Clean coal,F.stc,2081000,,,det_2520,
258,COM00068.00,2012,Coal mined,F.stc,2081000,,,det_2520,
259,COM00068.00,2013,Clean coal,F.stc,1633000,,,det_2520,
260,COM00068.00,2013,Coal mined,F.stc,1633000,,,det_2520,
261,COM00068.00,2014,Clean coal,F.stc,1440000,,,det_2520,
262,COM00068.00,2014,Coal mined,F.stc,1440000,,,det_2520,
263,COM00068.00,2015,Clean coal,F.stc,1401000,,,det_2522,
264,COM00068.00,2015,Coal mined,F.stc,1401000,,,det_2522,
265,COM00071.00,2007,Clean coal,F.obc,1700000,,,det_2419,
266,COM00071.00,2007,Coal mined,F.obc,1700000,,,det_2419,
267,COM00071.00,2008,Clean coal,F.obc,2100000,,,det_2418,
268,COM00071.00,2008,Coal mined,F.obc,2100000,,,det_2418,
269,COM00071.00,2009,Clean coal,F.obc,3600000,,,det_2418,
270,COM00071.00,2009,Coal mined,F.obc,3600000,,,det_2418,
271,COM00071.00,2010,Clean coal,F.obc,5200000,5100000,,det_2417,
272,COM00071.00,2010,Coal mined,F.obc,5200000,,,det_2417,
273,COM00071.00,2011,Clean coal,F.obc,6800000,6700000,,det_2417,
274,COM00071.00,2011,Coal mined,F.obc,6700000,,,det_2417,
275,COM00071.00,2012,Clean coal,F.obc,8800000,8900000,,det_1511,
276,COM00071.00,2012,Coal mined,F.obc,8800000,,,det_1511,
277,COM00071.00,2013,Clean coal,F.obc,8500000,8400000,,det_1511,
278,COM00071.00,2013,Coal mined,F.obc,8500000,,,det_1511,
279,COM00071.00,2014,Clean coal,F.obc,7700000,7600000,,det_2416,
280,COM00071.00,2014,Coal mined,F.obc,7700000,,,det_2416,
281,COM00071.00,2015,Clean coal,F.obc,9200000,9100000,,det_2416,
282,COM00071.00,2015,Coal mined,F.obc,9200000,,,det_2416,
283,COM00071.00,2016,Clean coal,F.obc,9200000,9100000,,det_2415,
284,COM00071.00,2016,Coal mined,F.obc,9200000,,,det_2415,
285,COM00071.00,2017,Clean coal,F.obc,8500000,8800000,,det_2415,
286,COM00071.00,2017,Coal mined,F.obc,8500000,,,det_2415,
287,COM00071.00,2018,Clean coal,F.obc,7700000,7800000,,det_1510,
288,COM00071.00,2018,Coal mined,F.obc,7700000,,,det_1510,
289,COM00071.00,2019,Clean coal,F.obc,8300000,8200000,,det_1510,
290,COM00071.00,2019,Coal mined,F.obc,8300000,,,det_1510,
291,COM00083.00,2006,Clean coal,F.coal,1981000,,,det_1182,
292,COM00083.00,2006,Coal mined,F.coal,1981000,,,det_1182,
293,COM00083.00,2007,Clean coal,F.coal,1481000,,,det_1182,
294,COM00083.00,2007,Coal mined,F.coal,1481000,,,det_1182,
295,COM00083.00,2008,Clean coal,F.coal,1220000,,,det_1181,
296,COM00083.00,2008,Coal mined,F.coal,1220000,,,det_1181,
297,COM00083.00,2009,Clean coal,F.coal,1517000,,,det_1181,
298,COM00083.00,2009,Coal mined,F.coal,1517000,,,det_1181,
299,COM00083.00,2010,Clean coal,F.coal,1321000,,,det_1180,
300,COM00083.00,2010,Coal mined,F.coal,1321000,,,det_1180,
301,COM00083.00,2011,Clean coal,F.coal,1184000,,,det_1180,
302,COM00083.00,2011,Coal mined,F.coal,1184000,,,det_1180,
303,COM00087.00,2014,Clean coal,F.stc,890000,,,det_2410,
304,COM00087.00,2014,Coal mined,F.stc,890000,,,det_2410,
305,COM00087.00,2015,Clean coal,F.stc,1110000,,,det_2410,
306,COM00087.00,2015,Coal mined,F.stc,1110000,,,det_2410,
307,COM00087.00,2016,Clean coal,F.stc,1650000,,,det_2409,
308,COM00087.00,2016,Coal mined,F.stc,1650000,,,det_2409,
309,COM00087.00,2017,Clean coal,F.stc,3210000,,,det_1877,
310,COM00087.00,2017,Coal mined,F.stc,3210000,,,det_1877,
311,COM00087.00,2018,Clean coal,F.stc,4700000,,,det_1785,
312,COM00087.00,2018,Coal mined,F.stc,4700000,,,det_1785,
313,COM00087.00,2019,Clean coal,F.stc,5000000,,,det_1784,
314,COM00087.00,2019,Coal mined,F.stc,5000000,,,det_1784,
315,COM00087.00,2020,Clean coal,F.stc,4580000,,,det_1783,
316,COM00087.00,2020,Coal mined,F.stc,4580000,,,det_1783,
317,COM00090.00,2017,Clean coal,F.coc,193694,,,det_2444,
318,COM00090.00,2017,Coal mined,F.coc,193694,,,det_2444,
319,COM00090.00,2018,Clean coal,F.coc,216318,,,det_2444,
320,COM00090.00,2018,Coal mined,F.coc,216318,,,det_2444,
321,COM00090.00,2019,Clean coal,F.coc,376007,,,det_1524,
322,COM00090.00,2019,Coal mined,F.coc,376007,,,det_1524,
323,COM00091.00,2003,Clean coal,F.stc,3225000,,,det_1116,
324,COM00091.00,2003,Coal mined,F.stc,3225000,,,det_1116,
325,COM00091.00,2004,Clean coal,F.stc,2733100,,,det_1116,
326,COM00091.00,2004,Coal mined,F.stc,2733100,,,det_1116,
327,COM00091.00,2005,Clean coal,F.stc,3202200,,,det_1685,
328,COM00091.00,2005,Coal mined,F.stc,3202200,,,det_1685,
329,COM00091.00,2006,Clean coal,F.stc,477600,,,det_1685,
330,COM00091.00,2006,Coal mined,F.stc,477600,,,det_1685,
331,COM00091.00,2007,Clean coal,F.stc,51900,,,det_1113,
332,COM00091.00,2007,Coal mined,F.stc,51900,,,det_1113,
333,COM00093.00,2010,Clean coal,F.lig,17400000,,,det_2095,
334,COM00093.00,2010,Coal mined,F.lig,17400000,,,det_2095,
335,COM00093.00,2011,Clean coal,F.lig,26200000,,,det_2095,
336,COM00093.00,2011,Coal mined,F.lig,26200000,,,det_2095,
337,COM00093.00,2012,Clean coal,F.lig,30300000,,,det_1377,
338,COM00093.00,2012,Coal mined,F.lig,30300000,,,det_1377,
339,COM00093.00,2013,Clean coal,F.lig,31400000,,,det_1377,
340,COM00093.00,2013,Coal mined,F.lig,31400000,,,det_1377,
341,COM00093.00,2014,Clean coal,F.lig,28700000,,,det_1637,
342,COM00093.00,2014,Coal mined,F.lig,28700000,,,det_1637,
343,COM00093.00,2015,Clean coal,F.lig,25100000,,,det_1637,
344,COM00093.00,2015,Coal mined,F.lig,25100000,,,det_1637,
345,COM00093.00,2016,Clean coal,F.lig,25000000,,,det_2094,
346,COM00093.00,2016,Coal mined,F.lig,25000000,,,det_2094,
347,COM00093.00,2017,Clean coal,F.lig,25300000,,,det_2094,
348,COM00093.00,2017,Coal mined,F.lig,25300000,,,det_2094,
349,COM00093.00,2018,Clean coal,F.lig,29200000,,,det_1376,
350,COM00093.00,2018,Coal mined,F.lig,29200000,,,det_1376,
351,COM00093.00,2019,Clean coal,F.lig,28100000,,,det_1376,
352,COM00093.00,2019,Coal mined,F.lig,28100000,,,det_1376,
353,COM00095.00,2010,Clean coal,F.stc,2300000,,,det_2095,
354,COM00095.00,2010,Coal mined,F.stc,2300000,,,det_2095,
355,COM00095.00,2011,Clean coal,F.stc,3000000,,,det_2095,
356,COM00095.00,2011,Coal mined,F.stc,3000000,,,det_2095,
357,COM00095.00,2012,Clean coal,F.stc,4000000,,,det_1377,
358,COM00095.00,2012,Coal mined,F.stc,4000000,,,det_1377,
359,COM00095.00,2013,Clean coal,F.stc,8300000,,,det_1377,
360,COM00095.00,2013,Coal mined,F.stc,8300000,,,det_1377,
361,COM00095.00,2014,Clean coal,F.stc,7600000,,,det_1637,
362,COM00095.00,2014,Coal mined,F.stc,7600000,,,det_1637,
363,COM00095.00,2015,Clean coal,F.stc,6800000,,,det_1637,
364,COM00095.00,2015,Coal mined,F.stc,6800000,,,det_1637,
365,COM00095.00,2016,Clean coal,F.stc,1100000,,,det_2094,
366,COM00095.00,2016,Coal mined,F.stc,1100000,,,det_2094,
367,COM00095.00,2017,Clean coal,F.stc,400000,,,det_2094,
368,COM00095.00,2017,Coal mined,F.stc,400000,,,det_2094,
369,COM00095.00,2018,Clean coal,F.stc,600000,,,det_1376,
370,COM00095.00,2018,Coal mined,F.stc,600000,,,det_1376,
371,COM00095.00,2019,Clean coal,F.stc,2000000,,,det_1376,
372,COM00095.00,2019,Coal mined,F.stc,2000000,,,det_1376,
373,COM00096.00,2007,Clean coal,F.stc,362880,,,det_1392,
374,COM00096.00,2007,Coal mined,F.stc,362880,,,det_1392,
375,COM00101.00,2008,Clean coal,F.coal,40000,,April-March,det_2646,
376,COM00101.00,2008,Coal mined,F.coal,40000,,April-March,det_2646,
377,COM00101.00,2009,Clean coal,F.coal,102000,,April-March,det_2646,
378,COM00101.00,2009,Coal mined,F.coal,102000,,April-March,det_2646,
379,COM00101.00,2010,Clean coal,F.coal,25000,,April-March,det_2646,
380,COM00101.00,2010,Coal mined,F.coal,25000,,April-March,det_2646,
381,COM00101.00,2011,Clean coal,F.coal,409000,,April-March,det_2646,
382,COM00101.00,2011,Coal mined,F.coal,409000,,April-March,det_2646,
383,COM00101.00,2012,Clean coal,F.coal,883000,,April-March,det_1590,
384,COM00101.00,2012,Coal mined,F.coal,883000,,April-March,det_1590,
385,COM00101.00,2013,Clean coal,F.coal,1379000,,April-March,det_1590,
386,COM00101.00,2013,Coal mined,F.coal,1379000,,April-March,det_1590,
387,COM00101.00,2014,Clean coal,F.coal,1553000,,April-March,det_1590,
388,COM00101.00,2014,Coal mined,F.coal,1553000,,April-March,det_1590,
