id,facility_id,year,product,value_tonnes,transport_to,transport_by,export,export_to,reporting_period,source_id,comment
85,COM00150.00,2017,O.Al,,Korba,Road,No,,,det_1307,
86,COM00150.00,2018,O.Al,,Korba,Road,No,,,det_1307,
87,COM00150.00,2019,O.Al,,Korba,Road,No,,,det_1307,
88,COM00154.00,,F.coc,,Port of Newcastle,,,,,det_1543,
89,COM00170.00,,F.coc,,"Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port",Rail,,,,det_1608,
90,COM00176.00,2015,F.coal,,,"Rail, Truck",,,,det_1416,
91,COM00177.00,2017,F.coal,,,"Truck, Rail",,,,det_1427,
92,COM00178.00,2019,Con.Cu,,La Caridad,"Rail, Truck",no,,,det_1014,
93,COM00178.00,,Con.Cu,,Guaymas port,"Rail, Truck",yes,,,det_1014,
94,COM00180.00,,,,,"Air, Road",,,,det_1681,
95,COM00182.00,2019,,,,"Rail, Lake vessels, Road",,,,det_1218,
96,COM00186.00,,,,,"Air, Road",,,,det_1681,
97,COM00189.00,2019,F.coal,,,Rail,,,,det_2144,
98,COM00191.00,2018,F.coal,,,"Truck, Rail, Barge",,,,det_1431,
99,COM00192.00,2009,O.Ni,195861,,,Yes,Japan,,det_2236,Nickel grade: 2.05%
100,COM00192.00,2009,O.Ni,248272,,,Yes,China,,det_2236,Nickel grade: 1.86%
101,COM00192.00,2009,O.Ni,101742,,,Yes,China,,det_2236,Nickel grade: 1.47%
102,COM00192.00,2010,O.Ni,244064,,,Yes,Japan,,det_2236,Nickel grade: 2.01%
103,COM00192.00,2010,O.Ni,321249,,,Yes,China,,det_2236,Nickel grade: 1.86%
104,COM00192.00,2010,O.Ni,330640,,,Yes,China,,det_2236,Nickel grade: 1.51%
105,COM00192.00,2011,O.Ni,130910,,,Yes,Japan,,det_2236,Nickel grade: 1.96%
106,COM00192.00,2011,O.Ni,572871,,,Yes,China,,det_2236,Nickel grade: 1.68%
107,COM00192.00,2011,O.Ni,330262,,,Yes,China,,det_2236,Nickel grade: 1.49%
108,COM00192.00,2012,O.Ni,182730,,,Yes,Japan,,det_2235,Nickel grade: 1.82%
109,COM00192.00,2012,O.Ni,107603,,,Yes,China,,det_2235,Nickel grade: 1.55%
110,COM00192.00,2012,O.Ni,795279,,,Yes,China,,det_2235,Nickel grade: 1.52%
111,COM00192.00,2013,O.Ni,199676,,,Yes,Japan,,det_2235,Nickel grade: 1.82%
112,COM00192.00,2013,O.Ni,150607,,,Yes,China,,det_2235,Nickel grade: 1.76%
113,COM00192.00,2013,O.Ni,538549,,,Yes,China,,det_2235,Nickel grade: 1.37%
114,COM00192.00,2014,O.Ni,249605,,,Yes,Japan,,det_2829,Nickel grade: 1.8%
115,COM00192.00,2014,O.Ni,640000,,,Yes,China,,det_2829,Nickel grade: 1.55%
116,COM00192.00,2014,O.Ni,302297,,,Yes,China,,det_2234,Nickel grade: 1.22%
117,COM00192.00,2014,O.Ni,158397,,,Yes,Australia,,det_2234,Nickel grade: 1.25%
118,COM00192.00,2015,O.Ni,245522,,,Yes,Japan,,det_2829,Nickel grade: 1.76%
119,COM00192.00,2015,O.Ni,482512,,,Yes,China,,det_2829,Nickel grade: 1.5%
120,COM00192.00,2015,O.Ni,1177815,,,Yes,China,,det_2829,Nickel grade: 1.35%
121,COM00192.00,2015,O.Ni,263674,,,Yes,Australia,,det_2829,Nickel grade: 1.15%
122,COM00192.00,2016,O.Ni,251678,,,Yes,Japan,,det_2234,Nickel grade: 1.72%
123,COM00192.00,2016,O.Ni,1287824,,,Yes,China,,det_2234,Nickel grade: 1.48%
124,COM00192.00,2016,O.Ni,526095,,,Yes,China,,det_2234,Nickel grade: 1.21%
125,COM00192.00,2017,O.Ni,150137,,,Yes,Japan,,det_1447,Nickel grade: 1.8%
126,COM00192.00,2017,O.Ni,1534957,,,Yes,China,,det_1447,Nickel grade: 1.45%
127,COM00192.00,2017,O.Ni,165341,,,Yes,China,,det_1447,Nickel grade: 1.22%
128,COM00192.00,2018,O.Ni,251108,,,Yes,Japan,,det_1447,Nickel grade: 1.84%
129,COM00192.00,2018,O.Ni,2376910,,,Yes,China,,det_1447,Nickel grade: 1.53%
130,COM00192.00,2018,O.Ni,10816,Coral Bay Nickel Corporation,,No,,,det_1447,Nickel grade: 1.2%
131,COM00192.00,2019,O.Ni,201881,,,Yes,Japan,,det_1447,Nickel grade: 1.75%
132,COM00192.00,2019,O.Ni,2544238,,,Yes,China,,det_1447,Nickel grade: 1.58%
133,COM00192.00,2019,O.Ni,30709,Coral Bay Nickel Corporation,,No,,,det_1447,Nickel grade: 1.18%
134,COM00197.00,2013,,,,Road,,,,det_1168,
135,COM00199.00,2002,,111000,,,Yes,,,det_2086,
136,COM00199.00,2002,,811000,,,No,,,det_2086,
137,COM00199.00,2003,,83000,,,Yes,,,det_2086,
138,COM00199.00,2003,,852000,,,No,,,det_2086,
139,COM00199.00,2004,,35000,,,Yes,,,det_2084,
140,COM00199.00,2004,,1008000,,,No,,,det_2084,
141,COM00199.00,2005,,35000,,,Yes,,,det_2084,
142,COM00199.00,2005,,1030000,,,No,,,det_2084,
143,COM00199.00,2006,,7000,,,Yes,,,det_2082,
144,COM00199.00,2006,,1112000,,,No,,,det_2082,
145,COM00199.00,2007,,7000,,,Yes,,,det_2082,
146,COM00199.00,2007,,1206000,,,No,,,det_2082,
147,COM00199.00,2008,,3000,,,Yes,,,det_2080,
148,COM00199.00,2008,,1158000,,,No,,,det_2080,
149,COM00199.00,2009,,10000,,,Yes,,,det_2080,
150,COM00199.00,2009,,912000,,,No,,,det_2080,
151,COM00199.00,2010,,2000,,,Yes,,,det_2078,
152,COM00199.00,2010,,669000,,,No,,,det_2078,
153,COM00199.00,2011,,5000,,,Yes,,,det_2078,
154,COM00199.00,2011,,1109000,,,No,,,det_2078,
155,COM00199.00,2012,,2000,,,Yes,,,det_2076,
156,COM00199.00,2012,,1122000,,,No,,,det_2076,
157,COM00199.00,2013,,0,,,Yes,,,det_2076,
158,COM00199.00,2013,,859000,,,No,,,det_2076,
159,COM00199.00,2014,,33000,,,Yes,,,det_2072,
160,COM00199.00,2014,,668000,,,No,,,det_2072,
161,COM00199.00,2015,,65000,,,Yes,,,det_2072,
162,COM00199.00,2015,,654000,,,No,,,det_2072,
163,COM00199.00,2016,,65000,,,Yes,,,det_2071,
164,COM00199.00,2016,,655000,,,No,,,det_2071,
165,COM00199.00,2017,,94000,,,Yes,,,det_2071,
166,COM00199.00,2017,,635000,,,No,,,det_2071,
167,COM00199.00,2018,,169000,,,Yes,,,det_1369,
168,COM00199.00,2018,,581000,,,No,,,det_1369,
169,COM00199.00,2019,,207000,,,Yes,,,det_1369,
170,COM00199.00,2019,,488000,,,No,,,det_1369,
171,COM00204.00,2005,F.coal,,,Rail,,,,det_1423,
172,COM00210.00,2002,Con.Fe,7500000,Presidente Vargas Steelworks,,No,,,det_1939,
173,COM00210.00,2003,Con.Fe,7700000,Presidente Vargas Steelworks,,No,,,det_1938,
174,COM00210.00,2004,Con.Fe,8199999.999999999,Presidente Vargas Steelworks,,No,,,det_1937,
175,COM00210.00,2005,Con.Fe,7400000,Presidente Vargas Steelworks,,No,,,det_1936,
176,COM00210.00,2006,Con.Fe,4800000,Presidente Vargas Steelworks,,No,,,det_1935,
177,COM00210.00,2007,Con.Fe,7100000,Presidente Vargas Steelworks,,No,,,det_1934,
178,COM00210.00,2008,Con.Fe,7700000,Presidente Vargas Steelworks,,No,,,det_1933,
179,COM00210.00,2009,Con.Fe,6400000,Presidente Vargas Steelworks,,No,,,det_1932,
180,COM00210.00,2010,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1931,
181,COM00210.00,2011,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1930,
182,COM00210.00,2012,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1930,
183,COM00210.00,2013,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1930,
184,COM00210.00,2014,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1929,
185,COM00210.00,2015,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1929,
186,COM00210.00,2016,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1929,
187,COM00210.00,2017,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1222,
188,COM00210.00,2018,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1222,
189,COM00210.00,2019,Con.Fe,,Presidente Vargas Steelworks,,No,,,det_1222,
190,COM00215.00,,F.coc,,"Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port",Rail,,,,det_1608,
191,COM00217.00,2018,,,,"Road, Air, Sea",,,,det_1065,
192,COM00219.00,2015,Con.Fe,330000,AHMSA Monclova Steel Plant,,No,,,det_2087,
193,COM00219.00,2016,Con.Fe,330000,AHMSA Monclova Steel Plant,,No,,,det_1371,
194,COM00219.00,2017,Con.Fe,240000,AHMSA Monclova Steel Plant,,No,,,det_1371,
195,COM00219.00,2018,Con.Fe,340000,AHMSA Monclova Steel Plant,,No,,,det_1371,
196,COM00224.00,2013,Con.Pb,,Karumba Port,,Yes,"Smelters in Europe, Australia, Asia",,det_2819,
197,COM00224.00,2013,Con.Zn,,Karumba Port,,Yes,"Smelters in Europe, Australia, Asia",,det_2819,
198,COM00225.00,2019,F.sbc,,Puerto Bolivar,Rail,,,,det_1608,
199,COM00233.00,2019,,,,Road,,,,det_1167,
200,COM00253.00,2019,,,,"Road, Rail",,,,det_1167,
201,COM00262.00,2019,O.Ni,,Leinster,Road,No,,,det_1608,
202,COM00264.00,2019,,,,Road,,,,det_1167,
203,COM00265.00,2019,F.stc,,,Rail,,,,det_1399,
204,COM00266.00,2017,F.coal,,,Rail,,,,det_1427,
205,COM00274.00,2015,O.Al,,Paranam,"Road, Ship",No,,,det_1271,
206,COM00276.00,2016,Con.Cu,,"Collahuasi Port Terminal, Patache sector","Pipeline, Sea, Road",,"China, Chile, India, Japan, Brazil, South Korea, Spain, Sweden, Phillipines, Romania, Finland",,det_2821,
207,COM00276.00,2016,Oth.cuca,,,,,"China, South Korea, Italy",,det_2821,
208,COM00280.00,2017,F.coal,,,"Truck, Rail, Conveyor belt",,,,det_1427,
209,COM00287.00,2019,F.coal,,,"Rail, Export Vessel",,,,det_2144,
210,COM00294.00,,,,Goldstrike,,,,,det_2820,
211,COM00298.00,2019,F.lig,,Coyote Station Power Plant,,,,,det_1373,
212,COM00305.00,2000,O.oxi,,Toquepala,Pipeline,No,,,det_1805,
213,COM00305.00,2001,O.oxi,,Toquepala,Pipeline,No,,,det_1805,
214,COM00305.00,2002,O.oxi,,Toquepala,Pipeline,No,,,det_1804,
215,COM00305.00,2003,O.oxi,,Toquepala,Pipeline,No,,,det_1804,
216,COM00305.00,2004,O.oxi,,Toquepala,Pipeline,No,,,det_1804,
217,COM00305.00,2006,O.oxi,,Toquepala,Pipeline,No,,,det_1803,
218,COM00305.00,2009,O.oxi,,Toquepala,Pipeline,No,,,det_1598,
219,COM00305.00,2010,O.oxi,,Toquepala,Pipeline,No,,,det_1598,
220,COM00305.00,2011,O.oxi,,Toquepala,Pipeline,No,,,det_1802,
221,COM00305.00,2012,O.oxi,,Toquepala,Pipeline,No,,,det_1802,
222,COM00305.00,2013,O.oxi,,Toquepala,Pipeline,No,,,det_1802,
223,COM00305.00,2014,O.oxi,,Toquepala,Pipeline,No,,,det_1801,
224,COM00305.00,2018,O.oxi,,Toquepala,Pipeline,No,,,det_1014,
225,COM00305.00,2019,Con.Cu,,ILO,Rail,,,,det_1014,
226,COM00305.00,2019,O.oxi,,Toquepala,Pipeline,No,,,det_1014,
227,COM00306.00,2002,,1411000,,,Yes,,,det_2815,
228,COM00306.00,2003,,1507000,,,Yes,,,det_2815,
229,COM00306.00,2004,,1436000,,,Yes,,,det_2814,
230,COM00306.00,2005,,1530000,,,Yes,,,det_2814,
231,COM00306.00,2006,,1580000,,,Yes,,,det_2813,
232,COM00306.00,2007,,1215000,,,Yes,,,det_2813,
233,COM00309.00,2019,F.coal,,,Blackwater rail link,,,,det_1426,
234,COM00311.00,2008,,859943,,,Yes,,April-March,det_2011,
235,COM00311.00,2009,,851866,,,Yes,,April-March,det_2011,
236,COM00311.00,2010,,702554,,,Yes,,April-March,det_2010,
237,COM00311.00,2011,,639855,,,Yes,,April-March,det_2010,
238,COM00311.00,2012,,792552,,,Yes,,April-March,det_2010,
239,COM00311.00,2013,,944117,,,Yes,,April-March,det_2010,
240,COM00311.00,2014,,1309473,,,Yes,,April-March,det_2010,
241,COM00311.00,2015,,1184595,,,Yes,,April-March,det_2009,
242,COM00311.00,2016,,1174224,,,Yes,,April-March,det_2009,
243,COM00311.00,2017,,1243103,,,Yes,,April-March,det_2009,
244,COM00311.00,2018,,1276775,,,Yes,,April-March,det_2009,
245,COM00311.00,2019,,1244256,,,Yes,,April-March,det_2009,
246,COM00311.00,2020,,,Angul Aluminium Smelter,Rail,No,,,det_2828,
247,COM00311.00,2020,,,Vizag (Andhra Pradesh) port,Rail,No,,,det_2828,
248,COM00313.00,2019,,,Pantnagar,,No,,,det_1307,
249,COM00314.00,2019,,,,"Road, Rail, conveyor",,,,det_1270,
250,COM00314.01,2018,O.Al,,Kwinana Alumina Refinery,"Overland conveyor, Rail",No,,,det_2824,
251,COM00314.01,2018,O.Al,,Pinjarra Alumina Refinery,Overland conveyor,No,,,det_2824,
252,COM00314.02,2018,O.Al,10000000,Wagerup Alumina Refinery,Overland conveyor,No,,,det_2825,
253,COM00319.00,,F.coc,,"Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port",Rail,,,,det_1608,
254,COM00332.00,2018,,,,"Air, Ice road",,,,det_1065,
255,COM00334.00,2003,F.coal,,,Barge,,,,det_1425,
256,COM00336.00,2019,,,,"Rail, Lake vessels, Road",,,,det_1218,
257,COM00341.00,2019,F.coal,,,"Rail, Truck, Barge",,,,det_1411,
258,COM00372.00,2019,,,,"Road, Rail",,,,det_1167,
259,COM00378.00,2003,Con.Fe,677000,Guayacán Port,Rail,No,,,det_2086,
260,COM00378.00,2003,Con.Fe,168000,Guayacán Port,Rail,No,,,det_2086,
261,COM00378.00,2003,Con.Fe,1088000,Guayacán Port,Rail,No,,,det_2086,
262,COM00378.00,2004,Con.Fe,705000,Guayacán Port,Rail,No,,,det_2085,
263,COM00378.00,2004,Con.Fe,376000,Guayacán Port,Rail,No,,,det_2085,
264,COM00378.00,2004,Con.Fe,1047000,Guayacán Port,Rail,No,,,det_2085,
265,COM00378.00,2005,Con.Fe,650000,Guayacán Port,Rail,No,,,det_2084,
266,COM00378.00,2005,Con.Fe,343000,Guayacán Port,Rail,No,,,det_2084,
267,COM00378.00,2005,Con.Fe,903000,Guayacán Port,Rail,No,,,det_2084,
268,COM00378.00,2006,Con.Fe,534000,Guayacán Port,Rail,No,,,det_2083,
269,COM00378.00,2006,Con.Fe,241000,Guayacán Port,Rail,No,,,det_2083,
270,COM00378.00,2006,Con.Fe,1511000,Guayacán Port,Rail,No,,,det_2083,
271,COM00378.00,2007,Con.Fe,306000,Guayacán Port,Rail,No,,,det_2082,
272,COM00378.00,2007,Con.Fe,216000,Guayacán Port,Rail,No,,,det_2082,
273,COM00378.00,2007,Con.Fe,1502000,Guayacán Port,Rail,No,,,det_2082,
274,COM00378.00,2008,Con.Fe,171000,Guayacán Port,Rail,No,,,det_2081,
275,COM00378.00,2008,Con.Fe,131000,Guayacán Port,Rail,No,,,det_2081,
276,COM00378.00,2008,Con.Fe,1400000,Guayacán Port,Rail,No,,,det_2081,
277,COM00378.00,2009,Con.Fe,139000,Guayacán Port,Rail,No,,,det_2080,
278,COM00378.00,2009,Con.Fe,66000,Guayacán Port,Rail,No,,,det_2080,
279,COM00378.00,2009,Con.Fe,1594000,Guayacán Port,Rail,No,,,det_2080,
280,COM00378.00,2010,Con.Fe,353000,Guayacán Port,Rail,No,,,det_2079,
281,COM00378.00,2010,Con.Fe,52000,Guayacán Port,Rail,No,,,det_2079,
282,COM00378.00,2010,Con.Fe,1642000,Guayacán Port,Rail,No,,,det_2079,
283,COM00378.00,2011,Con.Fe,953000,Guayacán Port,Rail,No,,,det_2078,
284,COM00378.00,2011,Con.Fe,639000,Guayacán Port,Rail,No,,,det_2078,
285,COM00378.00,2011,Con.Fe,1883000,Guayacán Port,Rail,No,,,det_2078,
286,COM00380.00,2019,F.coal,,,Rail,,,,det_2144,
287,COM00383.00,2019,Con.Fe,,Lazaro Cardenas steel plant,"Rail, Ship",No,,,det_1218,
288,COM00389.00,2012,F.coal,,,Truck,,,,det_1419,
289,COM00390.00,2013,Con.Fe,,"Port at Escanaba, Michigan",Rail,No,,,det_1237,
290,COM00390.00,2014,Con.Fe,,"Port at Escanaba, Michigan",Rail,No,,,det_1234,
291,COM00390.00,2015,Con.Fe,,"Port at Escanaba, Michigan",Rail,No,,,det_1950,
292,COM00390.00,2016,Con.Fe,,"Port at Escanaba, Michigan",Rail,No,,,det_1949,
293,COM00390.00,2017,Con.Fe,,"Port at Escanaba, Michigan",Rail,No,,,det_1235,
294,COM00390.00,2018,Con.Fe,,"Port at Escanaba, Michigan",Rail,No,,,det_1948,
295,COM00390.00,2019,Con.Fe,,"Port at Escanaba, Michigan",Rail,No,,,det_1233,
296,COM00393.00,,F.stc,,Gladstone Power Station,,,,,det_1544,
297,COM00395.01,2002,Con.Cu,,Mount Isa,,No,,,det_2535,
298,COM00395.01,2003,Con.Cu,,Mount Isa,,No,,,det_2535,
299,COM00395.01,2004,Con.Cu,,Mount Isa,,No,,,det_2534,
300,COM00395.01,2005,Con.Cu,,Mount Isa,,No,,,det_2534,
301,COM00395.01,2006,Con.Cu,,Mount Isa,,No,,,det_1182,
302,COM00395.01,2007,Con.Cu,,Mount Isa,,No,,,det_1182,
303,COM00395.01,2008,Con.Cu,,Mount Isa,,No,,,det_1181,
304,COM00395.01,2009,Con.Cu,,Mount Isa,,No,,,det_1181,
305,COM00395.01,2010,Con.Cu,,Mount Isa,,No,,,det_1180,
306,COM00395.01,2011,Con.Cu,,Mount Isa,,No,,,det_1180,
307,COM00395.01,2012,Con.Cu,,Mount Isa,,No,,,det_2758,
308,COM00395.01,2013,Con.Cu,,Mount Isa,,No,,,det_2758,
309,COM00395.01,2014,Con.Cu,,Mount Isa,,No,,,det_2757,
310,COM00395.01,2015,Con.Cu,,Mount Isa,,No,,,det_2757,
311,COM00395.01,2016,Con.Cu,,Mount Isa,,No,,,det_2736,
312,COM00395.01,2017,Con.Cu,,Mount Isa,,No,,,det_2736,
313,COM00395.01,2018,Con.Cu,,Mount Isa,,No,,,det_2737,
314,COM00395.01,2019,Con.Cu,,Mount Isa,,No,,,det_2737,
315,COM00395.02,2002,Me.Cu,,Townsville,,No,,,det_2535,
316,COM00395.02,2003,Me.Cu,,Townsville,,No,,,det_2535,
317,COM00395.02,2004,Me.Cu,,Townsville,,No,,,det_2534,
318,COM00395.02,2005,Me.Cu,,Townsville,,No,,,det_2534,
319,COM00395.02,2006,Me.Cu,,Townsville,,No,,,det_1182,
320,COM00395.02,2007,Me.Cu,,Townsville,,No,,,det_1182,
321,COM00395.02,2008,Me.Cu,,Townsville,,No,,,det_1181,
322,COM00395.02,2009,Me.Cu,,Townsville,,No,,,det_1181,
323,COM00395.02,2010,Me.Cu,,Townsville,,No,,,det_1180,
324,COM00395.02,2011,Me.Cu,,Townsville,,No,,,det_1180,
325,COM00395.02,2012,Me.Cu,,Townsville,,No,,,det_2758,
326,COM00395.02,2013,Me.Cu,,Townsville,,No,,,det_2758,
327,COM00395.02,2014,Me.Cu,,Townsville,,No,,,det_2757,
328,COM00395.02,2015,Me.Cu,,Townsville,,No,,,det_2757,
329,COM00395.02,2016,Me.Cu,,Townsville,,No,,,det_2736,
330,COM00395.02,2017,Me.Cu,,Townsville,,No,,,det_2736,
331,COM00395.02,2018,Me.Cu,,Townsville,,No,,,det_2737,
332,COM00395.02,2019,Me.Cu,,Townsville,,No,,,det_2737,
333,COM00397.00,2018,,,Port at Coloso,"Pipeline, Road, Rail",,,,det_1065,
334,COM00397.00,2019,Con.Cu,,Coloso port,Pipeline,,,,det_1608,
335,COM00397.00,2019,Oth.cuca,,"Antofagasta port, Mejilones port",Rail,,,,det_1608,
336,COM00399.00,2017,F.coal,,,Truck,,,,det_1427,
337,COM00403.00,2012,Con.Fe,546000,Geraldton Port,"Truck, Rail",,,July-June,det_2380,
338,COM00403.00,2012,Con.Fe,298000,Geraldton Port,"Truck, Rail",,,July-June,det_2380,
339,COM00403.00,2013,Con.Fe,1515000,Geraldton Port,"Truck, Rail",,,July-June,det_2379,
340,COM00403.00,2013,Con.Fe,1056000,Geraldton Port,"Truck, Rail",,,July-June,det_2379,
341,COM00403.00,2014,Con.Fe,1643000,Geraldton Port,"Truck, Rail",,,July-June,det_2379,
342,COM00403.00,2014,Con.Fe,1094000,Geraldton Port,"Truck, Rail",,,July-June,det_2379,
343,COM00403.00,2015,Con.Fe,1809000,Geraldton Port,"Truck, Rail",,,July-June,det_2378,
344,COM00403.00,2015,Con.Fe,1420000,Geraldton Port,"Truck, Rail",,,July-June,det_2378,
